Fecha,Cliente,Elemento,Arbitro,PesoSeco,PesoTotal,An_Vendedor,An_Comprador,An_Arbitro,Diferencia_Vendedor_Comprador,Diferencia_Arbitro_Vendedor
2022-10-02,Cliente F,CU,Arbitro Andes,118081.69,85056.82,21.329,19.014,21.177,2.315,-0.152
2023-10-01,Cliente A,CU,Arbitro Andes,472746.96,6273.6,30.242,31.395,32.592,-1.153,2.35
2022-10-17,Cliente C,AG,Arbitro Andes,264676.33,20972.19,23.763,23.183,21.619,0.58,-2.144
2022-03-17,Cliente F,CU,Arbitro Andes,145054.37,7751.65,23.618,26.558,25.293,-2.94,1.675
2022-12-24,Cliente D,CU,Arbitro Cordillera,471305.3,43206.74,24.855,23.095,24.143,1.76,-0.712
2023-03-22,Cliente F,AG,Arbitro Austral,601705.0,49304.01,25.156,27.052,24.538,-1.896,-0.618
2023-07-29,Cliente D,CU,Arbitro Andes,82160.18,86134.64,20.819,20.855,21.205,-0.036,0.386
2023-04-23,Cliente F,AU,Arbitro Austral,347235.69,70892.1,0.931,0.879,0.854,0.052,-0.077
2023-10-22,Cliente G,AG,Arbitro Austral,119708.87,47038.73,22.005,21.858,21.492,0.147,-0.513
2022-09-25,Cliente C,CU,Arbitro Cordillera,447469.61,80577.79,24.396,23.699,23.571,0.697,-0.825
2023-02-25,Cliente D,CU,Arbitro Meridiano,590862.54,57740.86,35.924,28.734,33.095,7.19,-2.829
2023-05-29,Cliente F,AG,Arbitro Pacifico,630700.03,19317.45,11.282,11.201,10.652,0.081,-0.63
2024-03-24,Cliente C,AS,Arbitro Meridiano,125358.34,73231.38,0.565,0.617,0.595,-0.052,0.03
2022-04-14,Cliente A,CU,Arbitro Meridiano,293216.5,32608.98,29.468,26.628,28.385,2.84,-1.083
2024-03-27,Cliente A,CU,Arbitro Andes,142368.08,18232.19,30.909,31.283,33.264,-0.374,2.355
2023-04-01,Cliente C,AG,Arbitro Pacifico,239260.14,25835.49,16.789,16.683,15.975,0.106,-0.814
2023-09-17,Cliente A,AG,Arbitro Meridiano,507196.51,64245.65,17.87,17.137,18.93,0.733,1.06
2023-08-10,Cliente C,AG,Arbitro Austral,641532.39,4632.9,17.889,19.028,19.081,-1.139,1.192
2022-02-21,Cliente C,CU,Arbitro Pacifico,463857.49,44878.37,26.628,26.095,25.949,0.533,-0.679
2024-05-13,Cliente C,CU,Arbitro Meridiano,234363.25,8835.52,26.909,24.51,26.202,2.399,-0.707
2022-12-30,Cliente F,CU,Arbitro Pacifico,270991.59,25116.18,26.533,27.901,27.849,-1.368,1.316
2023-06-06,Cliente E,AS,Arbitro Pacifico,294847.75,79812.61,0.617,0.546,0.605,0.071,-0.012
2023-11-19,Cliente E,AS,Arbitro Andes,634196.38,3252.05,0.413,0.427,0.424,-0.014,0.011
2022-09-21,Cliente E,CU,Arbitro Pacifico,195697.74,40165.45,24.676,23.285,23.472,1.391,-1.204
2023-01-09,Cliente H,AG,Arbitro Meridiano,569390.29,25980.14,5.047,5.179,5.397,-0.132,0.35
2023-10-10,Cliente A,CU,Arbitro Meridiano,330641.68,86799.88,31.782,29.504,29.042,2.278,-2.74
2023-09-16,Cliente D,CU,Arbitro Austral,125005.93,9851.54,27.879,28.898,29.036,-1.019,1.157
2023-07-03,Cliente B,AS,Arbitro Meridiano,291551.65,73077.46,0.235,0.219,0.23,0.016,-0.005
2022-10-12,Cliente E,AG,Arbitro Austral,379350.6,71963.23,32.543,31.123,31.665,1.42,-0.878
2024-05-18,Cliente C,CU,Arbitro Meridiano,484185.8,21334.19,30.792,29.878,31.171,0.914,0.379
2022-07-26,Cliente G,CU,Arbitro Pacifico,267517.93,14396.43,30.023,35.197,31.509,-5.174,1.486
2023-05-29,Cliente G,CU,Arbitro Pacifico,306668.53,47362.95,35.658,36.533,34.768,-0.875,-0.89
2022-02-13,Cliente C,CU,Arbitro Austral,277380.99,28875.58,24.421,28.461,24.382,-4.04,-0.039
2022-02-19,Cliente D,CU,Arbitro Meridiano,315708.54,44612.24,33.324,30.144,32.674,3.18,-0.65
2024-02-28,Cliente G,CU,Arbitro Andes,332411.05,38294.67,21.569,20.912,20.532,0.657,-1.037
2022-06-26,Cliente G,CU,Arbitro Meridiano,87285.47,6203.14,32.553,33.099,33.723,-0.546,1.17
2024-05-02,Cliente A,AG,Arbitro Cordillera,579418.33,3893.6,27.422,24.089,25.934,3.333,-1.488
2022-10-09,Cliente B,AU,Arbitro Pacifico,369473.22,82969.53,0.402,0.42,0.402,-0.018,0.0
2023-10-30,Cliente B,AG,Arbitro Austral,597237.36,15462.51,11.455,11.721,11.874,-0.266,0.419
2022-09-24,Cliente F,CU,Arbitro Austral,575637.72,83877.22,26.24,26.822,27.209,-0.582,0.969
2022-07-02,Cliente F,AG,Arbitro Austral,296720.81,21307.91,24.965,27.229,26.907,-2.264,1.942
2022-09-17,Cliente A,CU,Arbitro Austral,564358.11,3891.39,19.812,21.292,20.82,-1.48,1.008
2022-09-03,Cliente A,AU,Arbitro Andes,76600.92,47804.76,1.366,1.444,1.427,-0.078,0.061
2023-06-02,Cliente E,CU,Arbitro Andes,544821.15,65991.5,26.491,25.859,26.705,0.632,0.214
2023-06-16,Cliente F,AU,Arbitro Austral,125836.57,14623.8,0.418,0.423,0.446,-0.005,0.028
2022-10-05,Cliente E,CU,Arbitro Cordillera,411538.99,24759.13,36.964,32.395,34.79,4.569,-2.174
2024-04-28,Cliente B,AG,Arbitro Andes,201543.36,54733.54,8.443,8.09,8.058,0.353,-0.385
2023-09-21,Cliente D,CU,Arbitro Pacifico,421539.59,32468.13,20.041,21.75,19.928,-1.709,-0.113
2023-03-17,Cliente F,CU,Arbitro Austral,90898.88,21535.62,28.947,31.191,28.508,-2.244,-0.439
2022-10-05,Cliente D,CU,Arbitro Pacifico,599917.1,22600.79,22.983,25.46,23.842,-2.477,0.859
2023-06-11,Cliente E,CU,Arbitro Austral,626709.53,51774.7,35.134,36.13,33.675,-0.996,-1.459
2024-01-12,Cliente H,AG,Arbitro Austral,352449.51,53778.87,12.435,11.347,11.611,1.088,-0.824
2023-04-03,Cliente B,CU,Arbitro Andes,243442.55,24421.22,22.606,24.394,22.097,-1.788,-0.509
2023-09-26,Cliente C,CU,Arbitro Meridiano,326415.61,65301.53,24.618,24.941,23.714,-0.323,-0.904
2023-10-07,Cliente F,CU,Arbitro Meridiano,427807.42,11648.62,21.186,21.989,22.946,-0.803,1.76
2023-05-20,Cliente A,CU,Arbitro Pacifico,370007.11,51582.76,23.541,24.413,24.196,-0.872,0.655
2023-06-10,Cliente D,CU,Arbitro Andes,497618.76,54404.55,21.636,20.79,23.133,0.846,1.497
2022-07-08,Cliente D,CU,Arbitro Pacifico,444746.45,71019.23,26.435,31.781,28.574,-5.346,2.139
2023-09-24,Cliente C,CU,Arbitro Meridiano,355133.64,46635.31,17.306,20.492,20.516,-3.186,3.21
2024-04-17,Cliente G,CU,Arbitro Pacifico,323438.28,67836.66,32.361,30.535,31.677,1.826,-0.684
2023-04-24,Cliente C,AG,Arbitro Pacifico,259262.63,53852.03,28.533,26.923,28.55,1.61,0.017
2022-04-08,Cliente C,CU,Arbitro Austral,489110.18,37219.29,30.155,29.342,29.125,0.813,-1.03
2023-11-11,Cliente E,AU,Arbitro Meridiano,148395.84,58918.28,1.479,1.691,1.715,-0.212,0.236
2023-08-30,Cliente D,CU,Arbitro Pacifico,641816.42,5747.83,32.347,33.084,30.654,-0.737,-1.693
2024-02-11,Cliente E,CU,Arbitro Austral,149082.63,3806.47,33.542,32.57,31.903,0.972,-1.639
2023-09-30,Cliente H,AU,Arbitro Austral,405198.37,25614.4,0.103,0.094,0.097,0.009,-0.006
2022-09-27,Cliente G,CU,Arbitro Andes,227619.26,8095.85,21.529,24.473,23.168,-2.944,1.639
2024-01-13,Cliente C,CU,Arbitro Pacifico,203718.6,52887.64,25.065,24.512,24.905,0.553,-0.16
2023-07-27,Cliente F,AU,Arbitro Andes,165528.38,24148.03,0.89,0.996,0.918,-0.106,0.028
2024-05-28,Cliente C,CU,Arbitro Meridiano,69053.37,5329.07,20.763,22.575,22.012,-1.812,1.249
2023-09-01,Cliente G,CU,Arbitro Meridiano,51172.98,85832.06,23.08,24.189,22.154,-1.109,-0.926
2024-02-11,Cliente E,AU,Arbitro Andes,481901.86,89172.98,0.697,0.791,0.792,-0.094,0.095
2023-11-15,Cliente H,AU,Arbitro Austral,561232.8,20139.01,0.532,0.582,0.569,-0.05,0.037
2022-06-09,Cliente B,AG,Arbitro Cordillera,450670.56,77865.92,24.476,20.27,23.924,4.206,-0.552
2024-03-05,Cliente H,CU,Arbitro Austral,253297.76,11830.15,26.312,27.077,25.654,-0.765,-0.658
2022-01-22,Cliente D,AS,Arbitro Cordillera,433073.71,33964.39,0.371,0.396,0.379,-0.025,0.008
2024-01-06,Cliente E,CU,Arbitro Cordillera,302234.38,7513.14,31.373,33.781,32.689,-2.408,1.316
2022-11-06,Cliente G,CU,Arbitro Cordillera,387898.06,65575.34,29.982,28.95,27.992,1.032,-1.99
2024-02-12,Cliente G,CU,Arbitro Pacifico,275067.1,75935.21,23.094,21.635,23.106,1.459,0.012
2024-02-09,Cliente G,AG,Arbitro Andes,145498.07,48425.84,33.153,32.579,33.513,0.574,0.36
2024-03-09,Cliente H,CU,Arbitro Pacifico,589857.45,87166.0,22.614,21.283,23.172,1.331,0.558
2022-03-07,Cliente H,AS,Arbitro Austral,96709.48,87461.62,0.49,0.504,0.477,-0.014,-0.013
2022-10-13,Cliente H,CU,Arbitro Cordillera,492798.25,31421.56,28.606,31.203,29.532,-2.597,0.926
2023-10-16,Cliente B,AG,Arbitro Andes,510885.43,40073.51,20.662,21.257,20.891,-0.595,0.229
2022-01-03,Cliente G,CU,Arbitro Pacifico,77244.14,47816.18,22.737,23.829,23.262,-1.092,0.525
2022-12-19,Cliente H,AU,Arbitro Andes,282132.59,50704.24,1.695,1.953,1.885,-0.258,0.19
2022-06-26,Cliente B,AU,Arbitro Cordillera,431295.99,31232.36,0.151,0.145,0.149,0.006,-0.002
2024-04-14,Cliente F,AG,Arbitro Austral,70035.67,6768.49,30.65,31.358,30.615,-0.708,-0.035
2023-07-12,Cliente D,AG,Arbitro Cordillera,467872.66,71984.17,25.357,23.011,24.89,2.346,-0.467
2022-04-23,Cliente C,CU,Arbitro Andes,166375.29,51862.76,34.117,33.449,35.462,0.668,1.345
2023-10-09,Cliente A,AG,Arbitro Andes,636302.37,10841.36,8.35,9.848,9.065,-1.498,0.715
2022-10-05,Cliente B,AU,Arbitro Meridiano,333225.96,19788.19,1.026,1.102,1.162,-0.076,0.136
2022-12-21,Cliente C,CU,Arbitro Meridiano,477104.17,32036.22,21.442,22.346,21.605,-0.904,0.163
2022-08-01,Cliente B,CU,Arbitro Meridiano,267146.76,4937.21,33.621,35.614,34.462,-1.993,0.841
2024-05-14,Cliente F,CU,Arbitro Meridiano,330944.77,87216.03,19.717,19.601,20.923,0.116,1.206
2023-09-10,Cliente G,CU,Arbitro Austral,254361.88,3248.35,33.096,31.063,33.709,2.033,0.613
2024-06-15,Cliente C,AG,Arbitro Meridiano,397007.54,66786.33,6.302,6.372,5.995,-0.07,-0.307
2022-05-01,Cliente C,AG,Arbitro Meridiano,397920.21,15681.63,15.9,15.871,17.056,0.029,1.156
2022-09-02,Cliente C,CU,Arbitro Austral,66628.16,48173.25,30.637,32.292,31.016,-1.655,0.379
2023-02-25,Cliente C,CU,Arbitro Andes,131747.71,87848.29,33.833,32.715,31.844,1.118,-1.989
2022-02-14,Cliente H,AG,Arbitro Pacifico,259969.53,82516.2,36.114,35.951,36.396,0.163,0.282
2022-08-15,Cliente H,CU,Arbitro Austral,196195.65,39736.29,37.565,34.728,35.482,2.837,-2.083
2022-08-17,Cliente F,AS,Arbitro Pacifico,553392.43,80101.34,0.37,0.342,0.368,0.028,-0.002
2023-03-13,Cliente F,CU,Arbitro Pacifico,87771.48,23086.1,30.258,27.231,27.596,3.027,-2.662
2023-02-15,Cliente D,AU,Arbitro Meridiano,503720.91,7379.58,0.549,0.559,0.606,-0.01,0.057
2022-09-18,Cliente B,CU,Arbitro Pacifico,232984.34,16819.04,24.153,22.285,24.396,1.868,0.243
2022-07-23,Cliente C,AS,Arbitro Meridiano,355254.6,80216.78,0.337,0.406,0.387,-0.069,0.05
2023-07-03,Cliente A,CU,Arbitro Pacifico,324818.97,9241.54,22.808,24.489,21.974,-1.681,-0.834
2022-11-24,Cliente D,AU,Arbitro Cordillera,84876.49,4133.13,0.592,0.491,0.557,0.101,-0.035
2023-10-15,Cliente C,CU,Arbitro Andes,92017.23,87029.87,31.81,33.397,33.612,-1.587,1.802
2022-02-22,Cliente F,CU,Arbitro Andes,342140.39,73964.77,23.038,21.011,22.061,2.027,-0.977
2022-04-13,Cliente G,CU,Arbitro Austral,340873.05,15333.76,27.874,26.87,28.525,1.004,0.651
2022-06-17,Cliente B,CU,Arbitro Austral,335251.0,20426.38,31.215,30.459,30.055,0.756,-1.16
2023-01-30,Cliente H,CU,Arbitro Andes,437991.65,39252.56,21.492,21.489,20.27,0.003,-1.222
2023-07-15,Cliente E,CU,Arbitro Andes,175575.37,87058.62,28.185,25.449,28.183,2.736,-0.002
2023-06-07,Cliente H,CU,Arbitro Pacifico,529036.52,61769.95,32.613,28.232,30.652,4.381,-1.961
2023-04-08,Cliente B,AG,Arbitro Andes,431468.43,9425.73,26.811,26.145,25.628,0.666,-1.183
2023-03-18,Cliente H,CU,Arbitro Andes,402372.91,7381.2,24.381,20.564,24.215,3.817,-0.166
2022-07-19,Cliente H,AG,Arbitro Austral,215885.47,41552.47,10.191,10.807,11.075,-0.616,0.884
2024-01-22,Cliente F,CU,Arbitro Austral,560807.71,28921.11,26.369,28.83,25.24,-2.461,-1.129
2022-05-27,Cliente B,CU,Arbitro Austral,578640.99,46704.03,21.155,21.066,21.91,0.089,0.755
2023-11-29,Cliente F,CU,Arbitro Andes,344246.53,6607.36,34.308,34.265,32.79,0.043,-1.518
2024-01-16,Cliente H,CU,Arbitro Pacifico,66237.08,40860.25,23.371,25.265,24.075,-1.894,0.704
2022-07-12,Cliente F,CU,Arbitro Austral,339340.22,32176.57,24.77,24.071,23.949,0.699,-0.821
2024-01-19,Cliente F,CU,Arbitro Cordillera,637502.5,44985.49,34.59,34.07,34.139,0.52,-0.451
2024-04-16,Cliente E,AU,Arbitro Austral,96561.38,68833.09,0.787,0.782,0.746,0.005,-0.041
2022-08-20,Cliente A,AG,Arbitro Meridiano,434291.35,3261.27,10.348,9.702,10.634,0.646,0.286
2022-09-02,Cliente F,CU,Arbitro Cordillera,126376.98,23821.08,20.648,19.745,20.929,0.903,0.281
2022-05-12,Cliente D,CU,Arbitro Meridiano,557684.81,59651.72,29.47,28.423,30.852,1.047,1.382
2022-09-23,Cliente B,CU,Arbitro Austral,407267.24,45634.49,20.673,22.603,21.684,-1.93,1.011
2024-01-30,Cliente C,CU,Arbitro Pacifico,130904.14,3238.55,35.33,35.388,34.719,-0.058,-0.611
2024-05-25,Cliente G,CU,Arbitro Cordillera,118525.81,5461.7,27.274,24.818,26.503,2.456,-0.771
2023-04-02,Cliente D,CU,Arbitro Andes,340221.31,83289.77,28.234,28.153,26.848,0.081,-1.386
2023-05-07,Cliente A,CU,Arbitro Pacifico,86855.59,36661.02,19.38,20.163,21.25,-0.783,1.87
2022-07-01,Cliente A,CU,Arbitro Pacifico,193646.45,13474.95,24.33,26.044,24.538,-1.714,0.208
2023-06-21,Cliente D,AS,Arbitro Cordillera,387770.63,66016.55,0.443,0.472,0.444,-0.029,0.001
2023-11-11,Cliente B,AG,Arbitro Cordillera,352394.28,76303.96,31.121,33.375,32.619,-2.254,1.498
2022-09-30,Cliente C,AG,Arbitro Andes,310213.62,23878.59,19.853,19.193,18.787,0.66,-1.066
2022-03-08,Cliente C,CU,Arbitro Cordillera,647492.76,40625.65,23.0,25.275,24.152,-2.275,1.152
2022-03-11,Cliente D,CU,Arbitro Meridiano,467023.74,44419.27,28.299,26.42,28.229,1.879,-0.07
2023-01-24,Cliente D,AG,Arbitro Cordillera,222824.46,71959.11,29.888,31.779,30.985,-1.891,1.097
2023-07-30,Cliente C,CU,Arbitro Cordillera,79877.81,26706.79,29.136,31.513,31.091,-2.377,1.955
2022-10-09,Cliente G,CU,Arbitro Cordillera,241502.31,81635.84,27.899,26.852,26.59,1.047,-1.309
2022-04-08,Cliente D,AG,Arbitro Austral,215851.81,80584.45,25.619,26.428,27.157,-0.809,1.538
2022-06-28,Cliente F,CU,Arbitro Pacifico,395146.06,54747.0,34.736,33.186,32.388,1.55,-2.348
2022-10-06,Cliente H,AU,Arbitro Andes,400917.49,33488.14,0.468,0.448,0.469,0.02,0.001
2022-01-01,Cliente E,CU,Arbitro Meridiano,555328.85,80250.39,27.862,28.143,29.132,-0.281,1.27
2022-09-16,Cliente D,AG,Arbitro Cordillera,199877.71,35788.56,34.108,35.614,33.436,-1.506,-0.672
2023-01-25,Cliente E,AU,Arbitro Austral,276726.28,49554.17,0.67,0.643,0.623,0.027,-0.047
2023-10-11,Cliente E,CU,Arbitro Cordillera,533611.33,57513.7,34.672,34.651,33.072,0.021,-1.6
2024-01-01,Cliente E,CU,Arbitro Austral,94676.84,86066.11,30.505,32.251,29.762,-1.746,-0.743
2024-03-12,Cliente B,CU,Arbitro Cordillera,512593.33,57472.44,22.863,25.578,24.841,-2.715,1.978
2023-12-20,Cliente A,AG,Arbitro Cordillera,359031.4,68049.17,36.218,39.469,37.044,-3.251,0.826
2022-10-28,Cliente F,CU,Arbitro Pacifico,612814.86,38046.82,27.682,28.99,30.275,-1.308,2.593
2023-12-20,Cliente G,AS,Arbitro Andes,238098.67,7065.78,0.167,0.157,0.159,0.01,-0.008
2023-09-07,Cliente D,AS,Arbitro Austral,225366.05,62613.47,0.325,0.295,0.327,0.03,0.002
2022-09-18,Cliente E,CU,Arbitro Andes,558666.38,41182.31,20.774,18.975,21.542,1.799,0.768
2022-02-22,Cliente H,AG,Arbitro Meridiano,313758.03,46673.77,31.172,28.53,31.681,2.642,0.509
2023-01-02,Cliente E,AS,Arbitro Cordillera,505889.32,65904.72,0.103,0.116,0.109,-0.013,0.006
2022-10-01,Cliente D,CU,Arbitro Cordillera,559288.16,73133.2,31.075,27.808,29.147,3.267,-1.928
2023-12-27,Cliente C,AG,Arbitro Pacifico,334702.41,4215.91,17.087,17.538,18.049,-0.451,0.962
2023-12-13,Cliente B,CU,Arbitro Andes,611074.69,83380.26,19.101,19.704,20.45,-0.603,1.349
2023-05-30,Cliente F,AG,Arbitro Cordillera,134760.45,24851.09,33.869,32.222,33.091,1.647,-0.778
2024-04-15,Cliente B,CU,Arbitro Cordillera,577619.22,34078.91,31.75,29.276,28.971,2.474,-2.779
2023-06-24,Cliente H,AG,Arbitro Pacifico,536301.89,38349.53,37.357,37.839,37.419,-0.482,0.062
2024-02-05,Cliente C,CU,Arbitro Andes,264893.43,46306.97,33.783,34.933,34.113,-1.15,0.33
2022-09-13,Cliente C,CU,Arbitro Austral,274882.41,46057.97,26.417,25.743,26.459,0.674,0.042
2022-04-10,Cliente E,CU,Arbitro Meridiano,111953.68,74159.47,31.116,31.168,31.996,-0.052,0.88
2022-02-14,Cliente G,CU,Arbitro Austral,364832.27,31524.53,33.896,34.408,30.979,-0.512,-2.917
2023-06-15,Cliente F,CU,Arbitro Cordillera,646197.83,85408.11,24.12,23.685,24.836,0.435,0.716
2024-02-05,Cliente G,CU,Arbitro Pacifico,86944.8,37996.14,23.269,25.038,24.255,-1.769,0.986
2023-09-19,Cliente D,CU,Arbitro Meridiano,440078.35,65753.39,24.283,28.091,26.741,-3.808,2.458
2024-02-19,Cliente E,CU,Arbitro Austral,204092.69,77142.76,22.655,24.263,23.394,-1.608,0.739
