edad,monto_credito,antiguedad_laboral_meses,correo_dominio_gratuito,telefono_verificado,reputacion_negocio,ingresos_declarados,ingresos_declarados_reportados_bis,monto_credito_normalizado,region_operativa_constante,target
59,3288.0,30.0,1,1,0.418,15307.0,15809.0,2.153,1,0
30,6746.0,71.0,0,0,0.528,8333.0,8429.0,4.474,1,0
21,11487.0,16.0,1,1,0.766,10269.0,10630.0,7.797,1,0
35,5037.0,13.0,0,0,0.512,3306.0,3255.0,3.25,1,0
26,7792.0,3.0,0,1,0.22,18143.0,18424.0,5.075,2,0
41,6116.0,20.0,0,1,0.624,10412.0,10532.0,4.135,1,0
59,4385.0,72.0,0,1,0.332,15570.0,16367.0,2.869,1,0
21,8362.0,30.0,1,1,0.871,5849.0,5973.0,5.604,1,0
57,4717.0,0.0,0,0,0.515,16501.0,16602.0,3.115,1,0
53,5261.0,31.0,1,1,0.669,6009.0,6261.0,3.439,1,0
26,3506.0,12.0,0,1,0.679,10275.0,10088.0,2.463,1,1
47,2049.0,4.0,0,1,0.452,9467.0,8893.0,1.343,1,1
28,3047.0,29.0,1,1,0.731,9478.0,9755.0,2.073,2,0
57,4866.0,16.0,1,1,0.513,8239.0,8602.0,3.337,1,0
55,6744.0,65.0,0,1,0.723,7045.0,7244.0,4.472,1,0
21,2153.0,6.0,1,1,0.539,5569.0,5833.0,1.418,1,0
37,7254.0,25.0,0,1,0.131,6687.0,6600.0,4.858,2,0
36,8678.0,13.0,1,1,0.3,7268.0,7081.0,5.829,1,0
30,2570.0,32.0,1,1,0.746,2794.0,2754.0,1.636,1,0
20,1826.0,33.0,0,0,0.292,13716.0,13835.0,1.218,2,0
20,3972.0,26.0,0,1,0.496,4399.0,4367.0,2.675,2,0
52,5364.0,67.0,1,0,0.595,10896.0,11204.0,3.45,1,0
49,5990.0,33.0,1,1,0.605,7484.0,7464.0,4.049,2,0
21,12570.0,6.0,1,1,0.856,3860.0,3815.0,8.225,1,1
21,2722.0,43.0,1,1,0.536,13095.0,13254.0,1.802,1,0
56,3819.0,12.0,0,0,0.461,11819.0,11515.0,2.711,1,0
62,5498.0,10.0,1,1,0.817,7572.0,7506.0,3.645,2,0
41,10649.0,3.0,0,1,0.689,11842.0,11842.0,7.154,1,0
56,12829.0,5.0,1,1,0.781,12422.0,11809.0,8.337,1,0
25,8593.0,7.0,1,1,0.433,8058.0,8294.0,5.724,1,0
23,2898.0,48.0,0,1,0.294,12323.0,11925.0,1.879,1,0
21,6607.0,21.0,0,0,0.551,6452.0,6230.0,4.462,1,0
56,4151.0,62.0,1,1,0.489,10961.0,11372.0,2.687,1,0
36,2258.0,89.0,0,1,0.043,5945.0,5806.0,1.471,1,0
41,8417.0,10.0,1,1,0.452,8726.0,8368.0,5.678,2,0
53,5053.0,3.0,1,0,0.383,5356.0,5506.0,3.535,1,0
23,7139.0,51.0,1,1,0.549,8529.0,8730.0,4.548,1,0
27,1547.0,3.0,1,1,0.589,6568.0,6662.0,1.019,1,0
48,4172.0,27.0,1,0,0.35,9181.0,9203.0,2.842,2,0
28,4214.0,73.0,1,1,0.299,10144.0,10257.0,2.707,1,0
58,11226.0,3.0,1,1,0.722,10765.0,10458.0,7.48,1,1
26,8147.0,8.0,1,0,0.591,10081.0,9834.0,5.135,1,0
49,8965.0,26.0,1,0,1.0,6901.0,6991.0,5.733,2,0
27,6275.0,7.0,1,0,0.55,10067.0,9970.0,4.116,1,0
37,5238.0,41.0,1,1,0.594,4109.0,4343.0,3.487,2,1
33,4615.0,3.0,1,0,0.487,14756.0,14638.0,3.1,2,1
55,7726.0,10.0,0,0,0.63,9497.0,9401.0,5.036,1,0
36,5651.0,66.0,1,1,0.291,10552.0,10683.0,3.687,1,0
58,5356.0,2.0,1,1,0.211,12784.0,12850.0,3.505,1,0
39,8275.0,12.0,0,1,0.826,5733.0,5817.0,5.588,1,0
53,3073.0,1.0,0,1,0.789,5463.0,5361.0,2.126,1,0
27,5906.0,31.0,0,1,0.295,2882.0,2875.0,3.889,2,0
54,6777.0,62.0,0,1,0.709,4694.0,4659.0,4.6,1,0
34,7816.0,1.0,0,0,0.741,11336.0,11366.0,5.605,1,0
57,2808.0,2.0,0,1,0.681,18120.0,18083.0,1.916,2,0
52,5884.0,76.0,1,1,0.427,9296.0,9297.0,3.749,2,0
49,11195.0,51.0,1,0,0.417,7124.0,6857.0,7.255,1,0
56,7537.0,1.0,1,1,0.94,7690.0,7811.0,5.055,1,0
27,12122.0,10.0,1,1,0.565,3418.0,3445.0,7.957,1,0
57,3896.0,27.0,1,0,1.0,9231.0,9131.0,2.491,1,0
35,9179.0,27.0,1,1,0.846,2389.0,2325.0,6.182,1,0
34,5647.0,68.0,0,1,0.44,5949.0,5867.0,3.795,1,0
40,8568.0,3.0,1,0,0.782,17388.0,16889.0,5.787,1,1
34,817.0,3.0,0,1,0.657,6152.0,5956.0,0.543,1,0
58,6948.0,36.0,0,1,0.867,12907.0,12413.0,4.491,1,0
45,1921.0,11.0,0,0,0.798,10417.0,10608.0,1.313,1,0
62,11338.0,6.0,0,1,0.303,8508.0,8582.0,7.633,1,0
57,5820.0,35.0,0,1,0.281,10928.0,10471.0,3.715,1,1
51,3893.0,23.0,0,1,0.332,13217.0,12953.0,2.496,1,1
50,4031.0,50.0,1,1,0.362,8108.0,7706.0,2.63,1,0
43,2569.0,43.0,0,0,0.654,9689.0,9828.0,1.727,1,0
57,6562.0,4.0,0,1,0.337,6606.0,6880.0,4.281,1,0
23,10970.0,71.0,0,1,0.756,7154.0,7092.0,7.478,1,0
40,5075.0,12.0,1,1,0.465,6570.0,6344.0,3.38,2,0
60,7473.0,3.0,1,1,0.388,6534.0,6547.0,5.074,1,0
58,5577.0,22.0,1,1,0.584,8243.0,8360.0,3.698,1,0
58,12297.0,6.0,1,1,0.484,11264.0,11268.0,8.199,1,0
31,2944.0,57.0,1,0,0.461,5877.0,5749.0,1.965,1,0
40,4386.0,11.0,1,0,0.693,7477.0,7753.0,2.892,1,0
31,8872.0,9.0,0,1,0.622,17105.0,16697.0,5.778,1,0
46,9516.0,15.0,1,0,0.718,18054.0,18168.0,6.327,1,0
62,9769.0,27.0,1,1,0.631,7189.0,6931.0,6.031,1,0
57,5681.0,19.0,1,0,0.78,9294.0,9343.0,3.842,1,0
41,7254.0,71.0,1,1,0.404,12523.0,13023.0,4.782,1,0
32,8010.0,7.0,0,0,0.374,9699.0,9596.0,5.176,1,0
45,8698.0,49.0,1,0,0.721,8431.0,8956.0,5.426,2,0
36,9372.0,10.0,1,1,0.648,9643.0,9743.0,6.372,1,0
34,9864.0,44.0,0,1,0.379,7369.0,7333.0,6.758,1,0
32,4525.0,8.0,0,0,0.307,6845.0,6741.0,2.969,1,0
30,7756.0,4.0,1,1,0.784,4650.0,4753.0,5.296,2,0
24,5278.0,62.0,1,1,0.628,10586.0,11133.0,3.602,1,0
28,5639.0,6.0,0,1,0.706,15988.0,16329.0,3.7,1,0
54,2378.0,56.0,0,1,0.835,11573.0,11457.0,1.565,2,0
48,3718.0,35.0,0,1,0.422,5780.0,5672.0,2.474,1,0
26,1826.0,21.0,1,1,0.421,10471.0,10557.0,1.225,1,0
55,7161.0,30.0,0,1,0.496,7306.0,7490.0,4.746,2,0
55,3742.0,11.0,1,1,0.755,7949.0,8147.0,2.483,2,0
62,8648.0,24.0,0,1,0.164,6784.0,6988.0,5.623,1,1
51,7472.0,35.0,1,1,0.428,6991.0,7140.0,5.003,1,0
39,9613.0,10.0,1,1,0.44,8114.0,8616.0,6.584,2,0
36,7151.0,21.0,0,1,0.698,7647.0,7952.0,4.973,2,0
48,9987.0,12.0,1,0,0.572,14279.0,14158.0,6.506,2,0
53,6920.0,18.0,1,0,0.617,7183.0,6924.0,4.59,1,0
29,13933.0,9.0,0,0,0.456,8829.0,8723.0,9.146,2,0
45,7057.0,36.0,1,1,0.556,9921.0,10202.0,4.667,1,0
40,4476.0,34.0,1,1,0.92,11768.0,11872.0,3.025,1,0
23,8372.0,43.0,0,1,0.411,8285.0,8395.0,5.506,1,0
46,7227.0,43.0,1,0,0.825,4560.0,4522.0,5.012,1,0
28,5257.0,9.0,0,0,0.615,10416.0,10698.0,3.574,1,0
39,2767.0,9.0,0,1,0.602,12229.0,11733.0,2.001,1,0
53,4411.0,39.0,0,1,0.68,10387.0,10221.0,3.128,1,0
23,1196.0,0.0,1,1,0.483,10193.0,10630.0,0.827,1,0
23,11884.0,24.0,0,1,0.625,10704.0,10884.0,8.081,1,0
30,5294.0,53.0,1,1,0.579,6143.0,6190.0,3.403,1,0
42,8411.0,8.0,0,0,0.374,6769.0,6753.0,5.947,1,0
26,8380.0,44.0,1,1,0.746,12474.0,12201.0,5.601,1,0
37,4329.0,3.0,1,1,0.59,7715.0,7381.0,2.796,2,0
53,7663.0,92.0,1,1,0.575,2156.0,2200.0,5.127,1,0
51,6855.0,22.0,0,1,0.479,8179.0,8007.0,4.51,1,0
48,3237.0,10.0,1,1,0.463,5049.0,5175.0,2.14,1,0
25,2380.0,23.0,0,1,0.707,14343.0,15885.0,1.594,1,0
61,5046.0,3.0,1,1,0.717,3308.0,3249.0,3.408,1,0
63,4107.0,20.0,1,1,0.434,10281.0,10530.0,2.813,1,0
55,961.0,28.0,0,0,0.373,18681.0,19359.0,0.613,2,0
53,2430.0,31.0,0,1,0.72,5476.0,5843.0,1.65,1,0
25,9517.0,0.0,1,1,0.771,7193.0,6823.0,6.355,1,0
63,3922.0,58.0,1,0,0.227,3568.0,3558.0,2.619,2,0
47,9184.0,6.0,0,1,0.814,7910.0,8093.0,6.082,1,0
50,8123.0,80.0,1,1,0.563,10477.0,10590.0,5.368,1,0
31,2722.0,3.0,0,1,0.579,3159.0,3214.0,1.766,1,0
49,3165.0,4.0,1,0,0.259,7952.0,7938.0,2.199,2,0
20,7781.0,25.0,1,0,0.639,5570.0,5567.0,5.265,1,0
32,8962.0,14.0,1,1,0.377,15749.0,16037.0,6.18,2,0
41,2572.0,3.0,1,0,0.153,11312.0,10768.0,1.739,1,1
34,8907.0,2.0,1,1,0.886,12050.0,12037.0,5.682,1,0
49,6144.0,72.0,1,1,1.0,4867.0,4876.0,4.023,1,0
45,2939.0,19.0,1,0,0.493,2695.0,2734.0,1.958,1,0
27,5944.0,21.0,1,1,0.634,5532.0,5476.0,4.156,1,0
43,4171.0,1.0,0,1,0.771,8378.0,8397.0,2.746,1,0
37,7274.0,37.0,1,1,0.704,5881.0,6000.0,4.886,1,0
38,4184.0,1.0,1,1,0.508,11488.0,10938.0,2.841,1,0
58,2560.0,12.0,0,1,0.454,3727.0,3690.0,1.681,1,0
28,8016.0,4.0,0,1,0.759,7720.0,7623.0,5.355,1,0
51,7380.0,2.0,1,0,0.66,4076.0,4194.0,4.976,1,0
21,8211.0,6.0,0,1,0.794,7202.0,7228.0,5.519,1,0
36,4334.0,3.0,1,1,0.595,9124.0,9279.0,2.812,1,1
42,3800.0,5.0,1,1,0.424,11811.0,12059.0,2.606,2,0
59,6986.0,17.0,1,0,0.436,7604.0,7430.0,4.629,1,1
40,4781.0,27.0,1,1,0.772,13083.0,13464.0,3.285,2,0
57,7023.0,63.0,1,1,0.227,10536.0,10635.0,4.601,1,0
20,7103.0,14.0,0,0,0.604,6396.0,6281.0,4.876,1,0
50,6120.0,56.0,1,1,0.683,11066.0,11015.0,4.092,1,0
22,5706.0,1.0,0,1,0.554,2650.0,2816.0,3.739,1,0
23,1674.0,20.0,0,0,0.845,9343.0,9599.0,1.114,1,0
35,3148.0,5.0,0,0,0.685,5076.0,5060.0,2.1,2,1
32,3461.0,2.0,0,1,0.671,8977.0,8932.0,2.229,1,0
33,9539.0,56.0,0,0,0.462,11530.0,11571.0,5.989,1,0
34,8458.0,0.0,1,1,0.339,3878.0,3763.0,5.66,1,1
61,7896.0,13.0,1,1,0.503,3061.0,2971.0,5.265,1,0
21,2606.0,34.0,0,1,0.901,8112.0,8175.0,1.678,1,0
32,3613.0,5.0,0,1,0.337,14718.0,14877.0,2.422,1,0
28,3232.0,84.0,0,1,0.285,10364.0,10509.0,2.133,1,0
60,6042.0,40.0,0,1,0.801,11340.0,11501.0,3.978,2,0
56,9182.0,14.0,1,1,0.539,8691.0,9064.0,6.179,1,0
42,4404.0,21.0,1,0,0.365,13201.0,13273.0,2.935,1,0
60,4664.0,35.0,0,1,0.27,4459.0,4285.0,3.204,1,0
22,7189.0,13.0,1,0,0.781,12285.0,12520.0,4.698,1,0
25,6543.0,25.0,0,1,0.673,13527.0,13673.0,4.192,1,0
23,4939.0,35.0,1,0,0.484,13191.0,13534.0,3.295,1,1
26,7166.0,8.0,1,1,0.776,10391.0,10513.0,4.695,1,0
57,3556.0,9.0,0,1,0.796,1847.0,1765.0,2.26,2,0
35,10614.0,15.0,1,0,0.531,8767.0,8807.0,7.038,1,1
40,1854.0,15.0,0,0,0.427,13914.0,14036.0,1.251,1,0
55,5561.0,33.0,0,0,0.56,8966.0,8548.0,3.656,1,0
21,10248.0,31.0,1,0,0.177,7154.0,7196.0,6.731,1,0
58,5246.0,10.0,1,1,0.755,6895.0,6606.0,3.564,2,0
54,8002.0,20.0,0,1,0.529,14263.0,14608.0,5.622,1,0
40,4097.0,58.0,1,1,0.474,7782.0,8013.0,2.777,1,0
28,6070.0,28.0,1,1,0.31,18099.0,18238.0,3.95,2,0
34,7147.0,54.0,0,1,0.522,6206.0,6254.0,5.233,1,0
61,19075.0,21.0,1,1,0.736,9153.0,9089.0,12.496,2,0
48,8155.0,23.0,1,1,0.228,13408.0,13451.0,5.465,1,0
57,6532.0,15.0,0,1,0.348,10356.0,10528.0,4.389,1,0
38,2559.0,4.0,0,0,1.0,15514.0,15157.0,1.712,2,0
34,1979.0,21.0,0,0,0.71,2595.0,2502.0,1.273,1,0
26,7634.0,4.0,0,1,0.926,3897.0,3984.0,5.222,2,1
26,3888.0,14.0,1,1,0.521,10690.0,10707.0,2.639,1,0
23,8574.0,108.0,0,1,0.499,6021.0,5992.0,5.654,1,0
38,3995.0,9.0,1,1,0.877,5955.0,6317.0,2.651,1,0
59,2718.0,41.0,1,1,0.518,12641.0,12921.0,1.814,1,0
43,2919.0,4.0,1,1,0.472,8036.0,7507.0,1.916,1,0
39,2462.0,41.0,0,1,0.482,19924.0,19095.0,1.688,1,0
35,9953.0,15.0,0,1,0.574,11193.0,10645.0,6.734,1,0
34,4512.0,13.0,1,0,0.514,10726.0,11498.0,2.987,1,0
61,9859.0,25.0,1,1,0.475,6785.0,6782.0,6.605,2,0
37,7485.0,56.0,1,1,0.312,9000.0,8881.0,4.919,2,0
26,4682.0,45.0,1,1,1.0,10611.0,10766.0,3.049,1,0
40,5383.0,28.0,0,1,0.986,5810.0,6083.0,3.721,1,0
29,3271.0,5.0,0,1,0.546,6888.0,6733.0,2.2,1,0
48,4590.0,16.0,1,1,0.815,5210.0,5143.0,3.143,1,0
28,8237.0,5.0,1,1,0.868,11833.0,11446.0,5.589,2,0
20,8539.0,27.0,1,1,0.824,3069.0,3029.0,5.399,1,0
40,2979.0,20.0,1,1,0.78,3302.0,3118.0,1.883,1,0
30,6611.0,7.0,1,0,0.865,7277.0,7192.0,4.735,1,0
56,7219.0,33.0,1,0,0.339,5381.0,5479.0,4.952,2,0
25,6273.0,13.0,1,1,0.851,3797.0,3779.0,4.168,1,0
20,7380.0,3.0,1,1,0.485,13308.0,13137.0,4.802,2,0
64,6804.0,97.0,1,1,0.755,6786.0,6774.0,4.503,1,0
59,9218.0,0.0,1,1,0.502,12555.0,11967.0,6.32,2,0
31,2034.0,10.0,1,0,0.31,14378.0,13816.0,1.4,1,0
30,2147.0,13.0,1,0,0.566,11202.0,11520.0,1.41,1,0
30,7083.0,56.0,1,1,1.0,4315.0,4481.0,4.695,2,0
44,9822.0,48.0,0,1,0.701,10059.0,10175.0,6.478,1,0
32,10693.0,4.0,1,1,0.6,5831.0,5507.0,6.81,1,0
41,9181.0,21.0,0,0,0.524,6845.0,6913.0,5.699,1,0
50,5649.0,20.0,1,1,0.668,5010.0,5069.0,3.703,1,1
43,6586.0,14.0,1,1,0.399,14529.0,14645.0,4.446,1,0
31,5626.0,9.0,0,0,0.635,12998.0,13132.0,3.907,2,0
35,4222.0,72.0,1,0,0.417,10055.0,10233.0,2.805,1,0
27,13063.0,15.0,0,0,0.693,4360.0,4375.0,8.78,1,0
61,7543.0,24.0,0,1,0.424,6724.0,6881.0,4.922,1,0
55,1852.0,5.0,0,1,0.623,6554.0,6124.0,1.229,2,0
60,7437.0,11.0,0,1,0.769,10175.0,10589.0,5.074,2,0
55,10928.0,23.0,0,1,0.644,6019.0,5895.0,7.618,1,0
49,2350.0,8.0,0,1,0.454,9830.0,9932.0,1.757,1,0
63,6226.0,39.0,1,1,0.657,7735.0,7977.0,4.212,1,0
59,7104.0,42.0,0,1,0.674,10193.0,10255.0,4.593,1,0
31,2136.0,7.0,1,1,0.445,4513.0,4655.0,1.451,1,0
37,4301.0,53.0,1,1,0.453,5819.0,5772.0,2.878,1,0
50,3845.0,3.0,1,1,0.872,3317.0,3385.0,2.588,1,1
40,4334.0,0.0,0,0,0.769,5752.0,5790.0,2.907,1,0
57,3467.0,28.0,1,0,1.0,3257.0,3165.0,2.245,2,0
27,3542.0,11.0,0,1,0.725,4262.0,4148.0,2.455,1,0
33,12165.0,21.0,1,0,0.47,8011.0,8226.0,7.99,1,0
26,9586.0,21.0,0,1,0.469,12103.0,12370.0,6.563,1,0
31,3241.0,11.0,1,1,0.725,8052.0,8086.0,2.094,2,0
25,3814.0,6.0,0,1,0.766,10922.0,11370.0,2.56,1,0
35,11688.0,4.0,0,1,0.138,4600.0,4852.0,7.644,1,0
21,4625.0,1.0,1,1,0.318,11592.0,11100.0,2.907,1,0
27,9019.0,3.0,0,1,0.674,6247.0,5933.0,5.849,1,0
57,7983.0,9.0,1,1,1.0,7419.0,7005.0,5.486,1,0
45,2745.0,0.0,0,1,0.489,9240.0,9220.0,1.777,1,0
47,7502.0,20.0,1,1,0.588,15646.0,14943.0,5.024,1,0
32,4045.0,52.0,1,1,0.703,7269.0,7118.0,2.868,1,0
51,2214.0,2.0,0,0,0.561,9535.0,9042.0,1.432,1,0
52,5950.0,3.0,0,1,0.487,7431.0,7468.0,4.329,1,0
24,4291.0,5.0,1,0,1.0,12269.0,12273.0,2.883,2,1
47,3312.0,9.0,1,0,0.59,6754.0,6665.0,2.066,1,0
50,2996.0,17.0,1,1,0.329,6667.0,6695.0,1.929,1,0
31,3521.0,46.0,0,1,0.738,7770.0,7921.0,2.26,1,0
48,7569.0,13.0,1,1,0.594,13374.0,13980.0,5.087,1,0
62,2656.0,51.0,0,1,0.355,13590.0,13706.0,1.749,1,0
21,1760.0,5.0,0,1,0.722,4021.0,4100.0,1.201,1,0
63,13177.0,19.0,0,1,0.555,7959.0,8088.0,8.414,1,0
55,6964.0,25.0,1,0,0.768,6556.0,6859.0,4.39,1,0
53,12872.0,43.0,1,0,0.611,11195.0,10696.0,8.929,1,0
26,3470.0,48.0,1,0,0.334,10696.0,10232.0,2.316,1,0
30,4377.0,8.0,0,1,0.75,7521.0,7378.0,2.917,1,0
27,10591.0,28.0,1,1,0.562,5457.0,5319.0,7.18,1,0
27,5031.0,9.0,0,0,0.405,8701.0,8870.0,3.308,1,0
24,10941.0,16.0,1,1,0.8,14210.0,14883.0,7.247,1,0
43,5420.0,17.0,1,1,1.0,13571.0,14002.0,3.857,1,0
62,3558.0,26.0,0,0,0.54,11996.0,12149.0,2.395,1,0
29,6680.0,12.0,1,0,0.564,10755.0,10411.0,4.465,1,0
41,3905.0,27.0,1,0,0.624,16338.0,16175.0,2.678,2,0
48,8931.0,6.0,1,1,0.75,7938.0,7986.0,6.058,1,0
33,7576.0,29.0,1,0,0.888,6027.0,6131.0,5.181,2,1
42,2982.0,44.0,1,1,0.715,9502.0,9535.0,1.997,1,0
23,6915.0,17.0,0,1,0.424,15143.0,14438.0,4.747,2,0
47,12718.0,66.0,1,0,0.426,15267.0,15760.0,8.387,1,0
37,2688.0,12.0,1,0,0.598,13008.0,12563.0,1.808,1,0
58,3139.0,117.0,0,1,0.797,6266.0,6207.0,2.063,1,0
44,3843.0,10.0,0,1,0.496,4700.0,4752.0,2.709,2,0
38,7376.0,29.0,0,1,0.541,12305.0,11976.0,4.874,2,0
40,6170.0,11.0,1,0,0.992,11570.0,12173.0,4.097,1,1
43,9471.0,13.0,0,1,0.706,10757.0,10529.0,6.249,1,0
57,5548.0,1.0,0,1,0.469,12723.0,12685.0,3.795,1,0
53,4731.0,107.0,0,1,0.547,4855.0,5157.0,3.239,1,0
22,6572.0,30.0,0,1,0.775,8615.0,8769.0,4.521,1,0
44,6503.0,2.0,1,1,0.581,21740.0,21388.0,4.265,2,0
38,14469.0,7.0,0,1,0.321,5066.0,5186.0,9.488,1,1
61,1858.0,41.0,0,0,0.732,5043.0,4902.0,1.265,1,0
35,3923.0,66.0,1,0,0.569,9820.0,9771.0,2.711,1,0
43,2543.0,32.0,0,0,0.297,10639.0,10909.0,1.711,1,0
39,6742.0,32.0,1,1,0.86,6581.0,6579.0,4.568,1,0
36,2810.0,0.0,1,0,0.37,8667.0,8679.0,1.894,1,0
31,7992.0,20.0,1,1,0.891,3478.0,3420.0,5.292,2,1
28,8175.0,7.0,1,1,0.705,14399.0,14892.0,5.638,1,0
41,3567.0,42.0,0,0,0.671,10722.0,10289.0,2.39,2,0
29,5006.0,14.0,0,1,0.788,8344.0,8200.0,3.304,1,0
24,5218.0,92.0,0,1,0.382,11546.0,11290.0,3.569,1,0
52,4103.0,75.0,0,0,0.594,5963.0,5763.0,2.68,1,0
31,6691.0,9.0,1,1,0.682,3834.0,3862.0,4.523,1,0
26,10206.0,20.0,0,1,0.459,8476.0,8179.0,7.01,1,0
46,7924.0,24.0,1,0,0.775,13340.0,13851.0,5.141,1,0
26,1995.0,81.0,0,0,0.654,8360.0,8462.0,1.363,1,0
37,13767.0,11.0,1,1,0.628,6338.0,6294.0,9.567,1,0
28,2211.0,3.0,1,1,0.523,4062.0,4094.0,1.445,1,0
62,3736.0,42.0,1,1,0.751,5576.0,5638.0,2.49,1,0
49,7366.0,46.0,1,1,0.682,7594.0,7699.0,5.153,1,0
21,5516.0,5.0,0,1,0.646,9668.0,9930.0,3.709,1,0
61,10657.0,17.0,0,1,0.921,12312.0,12413.0,7.216,2,0
47,3387.0,102.0,1,1,0.605,4697.0,4840.0,2.347,1,1
31,3284.0,93.0,1,0,0.48,5004.0,5121.0,2.267,1,0
34,5034.0,18.0,1,1,0.433,3796.0,3895.0,3.242,1,0
55,5853.0,5.0,1,0,0.455,3565.0,3472.0,3.935,1,0
23,8721.0,0.0,1,1,0.479,6086.0,5719.0,5.742,1,1
48,4119.0,43.0,1,1,0.317,7946.0,7910.0,2.754,2,1
55,3251.0,22.0,1,1,0.77,11187.0,11673.0,2.168,1,0
23,8364.0,19.0,0,1,0.726,8066.0,8316.0,5.393,1,0
29,6534.0,39.0,1,0,0.635,2349.0,2325.0,4.663,1,0
57,10524.0,1.0,1,1,0.223,2814.0,2779.0,7.058,1,0
43,9169.0,30.0,0,1,0.928,11826.0,11519.0,6.206,1,0
52,8344.0,3.0,1,1,0.696,21142.0,19895.0,5.534,1,0
31,3797.0,4.0,1,0,0.986,9532.0,9438.0,2.5,1,0
59,4482.0,43.0,1,0,0.865,11934.0,11592.0,3.053,2,0
51,7723.0,55.0,0,1,0.596,4918.0,4956.0,5.244,1,0
51,9722.0,4.0,1,1,0.763,8547.0,8270.0,6.577,1,0
39,7882.0,6.0,0,1,0.812,9345.0,9447.0,5.085,1,0
22,10347.0,41.0,1,1,0.668,9126.0,8897.0,6.898,2,0
60,3198.0,29.0,1,1,0.633,5326.0,5247.0,2.112,1,0
22,3918.0,3.0,1,0,0.725,4656.0,4702.0,2.588,1,0
45,5205.0,4.0,1,1,0.0,8829.0,8931.0,3.5,1,0
22,2539.0,26.0,0,1,0.646,14803.0,15081.0,1.705,1,0
40,4057.0,3.0,1,0,0.344,2836.0,2737.0,2.822,2,0
30,12585.0,4.0,1,1,0.515,15425.0,15431.0,8.527,1,0
34,4064.0,0.0,0,1,0.361,5418.0,5591.0,2.653,1,0
54,3936.0,32.0,0,0,0.555,5336.0,5574.0,2.707,1,0
54,9735.0,2.0,0,1,0.775,2064.0,2003.0,6.539,1,0
54,5259.0,18.0,0,1,0.572,3856.0,3966.0,3.631,1,0
22,5040.0,68.0,1,0,0.521,11117.0,11219.0,3.35,1,0
44,9126.0,18.0,1,1,0.787,4323.0,4600.0,6.292,1,0
34,10194.0,1.0,1,1,0.292,10972.0,11369.0,6.63,2,0
24,10520.0,4.0,1,0,0.674,11741.0,11517.0,6.907,1,0
37,4576.0,14.0,1,1,0.258,14211.0,14712.0,3.002,2,0
43,5646.0,26.0,0,1,0.806,6513.0,6564.0,3.57,1,0
21,8410.0,27.0,0,1,0.693,10341.0,10294.0,5.574,2,0
52,5717.0,14.0,0,1,0.606,7420.0,7274.0,3.927,2,0
60,5082.0,0.0,0,1,0.811,10656.0,10641.0,3.497,2,0
44,10582.0,6.0,0,1,0.285,6616.0,6506.0,7.126,1,0
43,9017.0,8.0,1,0,0.43,9097.0,8896.0,5.96,2,1
41,5456.0,22.0,1,1,0.558,9747.0,10012.0,3.664,2,0
38,3423.0,135.0,1,1,0.286,3363.0,3505.0,2.21,1,0
49,5941.0,82.0,0,1,0.66,14229.0,13874.0,4.038,1,0
21,3511.0,4.0,1,1,0.815,10574.0,10403.0,2.312,1,1
25,9336.0,45.0,1,1,0.924,14662.0,14495.0,6.172,1,0
31,8083.0,11.0,1,1,0.621,8560.0,8752.0,5.258,2,0
43,7138.0,87.0,1,1,0.682,10542.0,10425.0,4.472,1,0
24,5628.0,4.0,1,1,0.6,14670.0,15210.0,3.754,2,0
61,4095.0,11.0,0,0,0.244,9468.0,9245.0,2.599,1,1
60,3238.0,51.0,1,1,0.319,5713.0,5614.0,2.193,1,0
39,9351.0,11.0,1,1,0.394,12956.0,13148.0,6.122,2,0
28,3939.0,14.0,1,1,0.234,6110.0,6163.0,2.567,1,0
38,4592.0,42.0,0,1,0.851,10232.0,9667.0,3.122,1,0
50,2092.0,47.0,0,1,0.081,10518.0,10533.0,1.496,1,0
33,4860.0,8.0,1,1,0.395,8079.0,7653.0,3.239,1,1
34,2017.0,8.0,1,1,0.506,8933.0,8933.0,1.375,1,0
40,8895.0,31.0,0,1,0.522,8055.0,8478.0,5.774,1,0
59,5222.0,30.0,0,0,0.454,14612.0,14075.0,3.7,1,1
30,12524.0,63.0,0,1,0.631,12530.0,11797.0,8.182,1,0
22,3269.0,1.0,1,0,0.925,5319.0,5479.0,2.182,1,0
31,8435.0,31.0,0,1,0.56,16303.0,16366.0,5.451,1,0
26,4789.0,48.0,0,1,0.504,6297.0,6044.0,3.177,1,0
39,7591.0,13.0,0,1,0.645,6810.0,6990.0,5.14,1,0
22,3108.0,22.0,1,1,0.755,6888.0,6600.0,2.079,1,0
25,3735.0,16.0,1,1,0.099,12552.0,12187.0,2.449,1,0
48,3786.0,28.0,1,0,0.951,8769.0,8748.0,2.407,1,0
22,9595.0,19.0,0,1,0.796,4399.0,4496.0,6.345,1,0
36,8464.0,4.0,0,1,0.61,6700.0,6605.0,5.7,1,0
22,5113.0,5.0,1,0,0.748,4691.0,4707.0,3.293,1,1
23,5319.0,37.0,1,0,0.539,4770.0,4747.0,3.426,2,0
44,1601.0,24.0,0,1,0.584,12212.0,12199.0,1.091,1,0
58,7372.0,7.0,0,1,0.531,19031.0,18455.0,5.143,1,0
51,4979.0,11.0,0,0,0.871,5861.0,5419.0,3.263,1,0
21,1446.0,10.0,0,1,0.92,5899.0,5876.0,0.999,1,0
