Age,Hours,streams,SWL_T,SPIN_T,Narcissism,Work,Degree,Playstyle,whyplay,earnings,outcome
28,42.2,6.3,16.0,3.0,1.1,Desempleado,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
24,34.5,8.2,17.0,0.0,2.7,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,1
28,30.4,1.5,17.0,23.0,2.9,Estudiante,Maestria,Multijugador en linea,Relajarme,Juego por diversion,2
30,22.8,2.1,11.0,24.0,4.7,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,1
24,28.3,3.7,21.0,50.0,2.7,Desempleado,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,3
14,33.0,0.0,19.0,14.0,0.9,Empleado,Licenciatura,Multijugador presencial,Diversion,Juego por diversion,1
21,3.9,1.2,13.0,18.0,1.9,Estudiante,Maestria,Un jugador,Diversion,Juego por diversion,2
27,30.1,1.8,22.0,23.0,2.7,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,3
50,30.3,0.0,25.0,20.0,3.7,Empleado,Preparatoria,Un jugador,Diversion,Juego por diversion,2
21,11.9,5.9,15.0,23.0,4.1,Estudiante,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,2
18,29.7,1.0,20.0,20.0,3.1,Estudiante,Licenciatura,Con amigos en linea,Competir,Juego por diversion,3
41,10.1,3.0,8.0,16.0,1.9,Empleado,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
50,14.1,0.0,12.0,22.0,2.4,Empleado,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
45,28.8,0.0,25.0,13.0,1.6,Estudiante,Maestria,Un jugador,Relajarme,Juego por diversion,2
41,0.0,1.7,14.0,3.0,4.2,Estudiante,Preparatoria,Un jugador,Relajarme,Es mi sustento,1
42,11.4,1.9,18.0,27.0,3.4,Empleado,Preparatoria,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
46,3.7,1.3,18.0,14.0,2.9,Empleado,Maestria,Multijugador en linea,Socializar,Juego por diversion,2
25,12.4,1.9,17.0,9.0,5.1,Estudiante,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,1
32,4.7,2.3,19.0,32.0,2.7,Empleado,Licenciatura,Un jugador,Relajarme,Juego por diversion,2
35,12.6,0.1,18.0,15.0,2.4,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,2
35,19.5,2.3,20.0,10.0,1.4,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,2
43,25.7,5.7,19.0,25.0,2.4,Empleado,Licenciatura,Un jugador,Diversion,Juego por diversion,2
21,25.7,7.5,19.0,8.0,3.2,Empleado,Licenciatura,Multijugador presencial,Competir,Juego por diversion,2
27,36.2,7.9,12.0,5.0,2.2,Empleado,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,3
32,33.4,0.0,12.0,20.0,4.3,Desempleado,Preparatoria,Con amigos en linea,Mejorar habilidad,Gano un poco,2
33,32.6,2.7,25.0,31.0,5.5,Estudiante,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,2
19,14.9,1.6,31.0,17.0,2.1,Estudiante,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,1
16,20.3,1.5,11.0,17.0,4.1,Empleado,Maestria,Un jugador,Mejorar habilidad,Juego por diversion,2
24,28.6,7.6,18.0,40.0,2.5,Estudiante,Licenciatura,Un jugador,Socializar,Juego por diversion,4
24,0.6,1.7,18.0,20.0,3.7,Desempleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,1
45,13.5,1.1,14.0,18.0,5.1,Desempleado,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
40,17.7,0.1,21.0,29.0,2.8,Estudiante,Preparatoria,Multijugador presencial,Competir,Juego por diversion,2
29,15.1,1.9,22.0,28.0,5.8,Estudiante,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
42,20.3,0.6,28.0,0.0,3.7,Estudiante,Preparatoria,Multijugador en linea,Diversion,Gano un poco,1
34,19.7,3.2,12.0,11.0,2.3,Estudiante,Maestria,Con amigos en linea,Relajarme,Juego por diversion,2
50,40.1,2.0,22.0,42.0,2.7,Estudiante,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
14,14.8,8.0,17.0,26.0,0.9,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Gano un poco,4
15,0.0,5.0,19.0,18.0,4.5,Estudiante,Preparatoria,Multijugador presencial,Competir,Juego por diversion,2
46,3.3,0.0,20.0,44.0,0.9,Estudiante,Maestria,Multijugador en linea,Relajarme,Juego por diversion,2
54,6.7,2.4,19.0,35.0,4.0,Empleado,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,3
34,20.7,3.9,27.0,18.0,2.5,Estudiante,Licenciatura,Multijugador en linea,Competir,Juego por diversion,1
16,30.5,5.3,19.0,32.0,4.7,Empleado,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,3
14,25.3,0.0,24.0,23.0,2.5,Desempleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
39,8.9,0.0,6.0,26.0,0.6,Desempleado,Maestria,Un jugador,Mejorar habilidad,Juego por diversion,3
19,26.2,1.5,19.0,16.0,2.7,Estudiante,Preparatoria,Con amigos en linea,Competir,Juego por diversion,3
34,41.5,5.3,26.0,0.0,2.1,Empleado,Preparatoria,Con amigos en linea,Competir,Juego por diversion,2
51,15.7,4.4,14.0,5.0,4.0,Empleado,Maestria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
20,17.4,4.2,15.0,0.0,4.1,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,1
23,29.8,0.0,24.0,7.0,1.4,Desempleado,Preparatoria,Un jugador,Socializar,Juego por diversion,1
15,25.9,0.0,23.0,4.0,5.3,Empleado,Licenciatura,Multijugador presencial,Relajarme,Juego por diversion,2
16,6.7,0.7,29.0,11.0,3.2,Estudiante,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,1
44,0.0,2.3,21.0,28.0,4.1,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,2
23,1.8,2.0,19.0,31.0,3.9,Empleado,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,3
29,35.0,3.2,11.0,19.0,2.1,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,2
25,2.3,0.0,30.0,1.0,3.0,Estudiante,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,1
40,20.4,9.2,13.0,43.0,5.6,Empleado,Licenciatura,Multijugador en linea,Diversion,Gano un poco,3
34,18.4,0.0,11.0,17.0,3.4,Empleado,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,2
54,11.5,5.2,18.0,15.0,4.7,Empleado,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
22,3.6,6.5,26.0,7.0,2.8,Empleado,Doctorado,Multijugador en linea,Socializar,Juego por diversion,3
28,13.4,0.0,15.0,22.0,3.2,Empleado,Doctorado,Un jugador,Relajarme,Juego por diversion,2
41,12.1,1.4,19.0,1.0,3.9,Estudiante,Preparatoria,Multijugador en linea,Competir,Juego por diversion,2
32,34.7,2.8,7.0,14.0,3.5,Estudiante,Licenciatura,Multijugador presencial,Socializar,Gano un poco,2
34,21.2,1.1,22.0,29.0,3.8,Estudiante,Preparatoria,Con amigos en linea,Mejorar habilidad,Juego por diversion,3
25,51.0,0.0,23.0,6.0,4.9,Desempleado,Licenciatura,Multijugador en linea,Competir,Juego por diversion,2
20,34.1,2.9,28.0,0.0,1.4,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,2
20,24.2,1.5,23.0,29.0,1.0,Empleado,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
18,0.9,0.7,15.0,34.0,3.2,Estudiante,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
44,18.6,3.3,28.0,3.0,3.8,Estudiante,Maestria,Un jugador,Competir,Juego por diversion,3
32,11.5,3.7,6.0,38.0,3.0,Desempleado,Preparatoria,Un jugador,Competir,Juego por diversion,3
24,21.2,1.7,22.0,15.0,3.0,Estudiante,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,1
21,11.3,0.8,23.0,5.0,3.0,Estudiante,Licenciatura,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
35,12.1,2.9,28.0,1.0,4.8,Empleado,Licenciatura,Multijugador presencial,Competir,Juego por diversion,1
24,41.7,0.0,23.0,36.0,3.2,Empleado,Licenciatura,Con amigos en linea,Competir,Juego por diversion,2
21,18.4,0.0,22.0,27.0,3.1,Empleado,Preparatoria,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
26,21.7,3.7,12.0,0.0,3.8,Estudiante,Preparatoria,Un jugador,Socializar,Gano un poco,2
14,14.1,3.3,17.0,14.0,2.4,Empleado,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,3
15,21.9,3.9,25.0,13.0,2.7,Empleado,Preparatoria,Multijugador en linea,Competir,Juego por diversion,2
24,41.6,0.0,15.0,35.0,2.4,Estudiante,Maestria,Multijugador en linea,Socializar,Juego por diversion,3
47,5.5,2.6,19.0,18.0,3.7,Empleado,Licenciatura,Un jugador,Relajarme,Juego por diversion,2
18,20.2,0.0,16.0,44.0,2.1,Estudiante,Licenciatura,Un jugador,Socializar,Juego por diversion,2
40,14.9,1.8,20.0,27.0,1.4,Empleado,Preparatoria,Con amigos en linea,Competir,Juego por diversion,2
16,28.5,3.3,24.0,30.0,2.4,Desempleado,Doctorado,Un jugador,Diversion,Juego por diversion,2
18,2.7,0.0,22.0,36.0,1.1,Empleado,Maestria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
42,37.6,1.6,30.0,10.0,1.8,Empleado,Licenciatura,Multijugador en linea,Competir,Gano un poco,1
16,27.1,0.2,16.0,29.0,2.6,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,3
36,23.2,2.4,18.0,15.0,3.2,Estudiante,Licenciatura,Multijugador presencial,Diversion,Juego por diversion,1
25,7.7,7.3,20.0,1.0,0.3,Estudiante,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,1
18,21.4,1.2,24.0,23.0,2.2,Desempleado,Preparatoria,Un jugador,Relajarme,Juego por diversion,3
39,41.2,3.5,19.0,28.0,1.7,Desempleado,Licenciatura,Un jugador,Socializar,Juego por diversion,2
48,28.4,5.5,15.0,30.0,5.2,Estudiante,Maestria,Multijugador en linea,Relajarme,Juego por diversion,2
45,10.1,0.0,16.0,16.0,3.9,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
47,8.6,1.2,17.0,9.0,3.0,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,1
50,4.2,3.4,16.0,31.0,3.5,Empleado,Licenciatura,Multijugador presencial,Competir,Juego por diversion,3
30,35.1,2.0,20.0,13.0,0.8,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,1
37,9.8,3.1,15.0,27.0,2.2,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,2
32,12.8,3.3,11.0,1.0,2.4,Empleado,Preparatoria,Multijugador en linea,Competir,Juego por diversion,2
49,23.0,1.3,13.0,28.0,0.9,Estudiante,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,2
30,0.0,0.0,23.0,23.0,5.6,Empleado,Licenciatura,Multijugador en linea,Diversion,Juego por diversion,2
37,18.1,0.0,19.0,16.0,4.0,Empleado,Licenciatura,Con amigos en linea,Relajarme,Es mi sustento,3
18,31.1,0.3,28.0,19.0,3.5,Empleado,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
30,37.8,3.8,18.0,20.0,2.2,Estudiante,Doctorado,Con amigos en linea,Competir,Juego por diversion,2
49,26.9,5.6,25.0,22.0,3.5,Estudiante,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,2
27,11.4,1.4,22.0,18.0,3.9,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,3
22,26.5,0.0,18.0,26.0,3.0,Empleado,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,2
31,19.1,0.0,17.0,18.0,3.1,Empleado,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,3
51,20.0,1.9,15.0,0.0,5.2,Estudiante,Licenciatura,Con amigos en linea,Competir,Juego por diversion,2
27,28.3,0.0,25.0,0.0,3.0,Empleado,Doctorado,Multijugador presencial,Relajarme,Juego por diversion,1
42,1.5,1.2,22.0,34.0,3.7,Estudiante,Licenciatura,Multijugador presencial,Diversion,Gano un poco,2
54,4.5,2.3,21.0,4.0,4.3,Estudiante,Preparatoria,Multijugador presencial,Relajarme,Gano un poco,1
33,43.5,6.3,24.0,0.0,1.1,Empleado,Licenciatura,Con amigos en linea,Competir,Juego por diversion,2
50,7.0,5.6,15.0,44.0,1.4,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,2
48,20.0,0.0,27.0,41.0,0.3,Estudiante,Licenciatura,Un jugador,Socializar,Juego por diversion,2
34,0.0,2.1,28.0,47.0,3.3,Estudiante,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,3
18,21.2,0.0,20.0,3.0,3.3,Estudiante,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
18,24.9,5.2,25.0,36.0,2.2,Estudiante,Maestria,Multijugador en linea,Relajarme,Juego por diversion,2
21,1.6,4.7,11.0,21.0,3.4,Empleado,Doctorado,Un jugador,Mejorar habilidad,Juego por diversion,2
23,36.1,0.0,17.0,34.0,4.8,Empleado,Maestria,Un jugador,Mejorar habilidad,Gano un poco,2
41,17.0,4.4,15.0,16.0,0.8,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
52,44.8,3.2,16.0,13.0,1.0,Estudiante,Maestria,Multijugador presencial,Relajarme,Juego por diversion,1
27,8.3,4.4,28.0,19.0,2.3,Empleado,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
33,24.6,8.4,22.0,42.0,4.0,Empleado,Preparatoria,Un jugador,Diversion,Juego por diversion,3
50,38.7,5.0,26.0,42.0,3.0,Estudiante,Preparatoria,Multijugador presencial,Socializar,Es mi sustento,4
39,35.6,3.9,19.0,20.0,3.9,Empleado,Licenciatura,Con amigos en linea,Competir,Juego por diversion,2
35,37.8,0.2,19.0,30.0,1.3,Empleado,Licenciatura,Multijugador en linea,Competir,Juego por diversion,2
42,31.4,1.5,20.0,29.0,2.7,Estudiante,Maestria,Multijugador presencial,Relajarme,Juego por diversion,3
21,21.8,3.1,22.0,43.0,2.5,Empleado,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
29,30.6,5.9,7.0,44.0,2.6,Estudiante,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,3
36,25.9,0.0,15.0,19.0,1.7,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,3
28,13.5,0.0,8.0,28.0,2.6,Desempleado,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,3
34,27.8,6.6,16.0,17.0,5.0,Estudiante,Maestria,Con amigos en linea,Diversion,Gano un poco,3
41,33.4,6.5,31.0,13.0,3.6,Estudiante,Maestria,Multijugador en linea,Mejorar habilidad,Juego por diversion,1
44,30.1,0.0,20.0,22.0,3.0,Empleado,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
18,0.0,8.5,9.0,25.0,2.5,Empleado,Maestria,Multijugador en linea,Competir,Juego por diversion,2
19,20.2,3.9,24.0,6.0,3.7,Estudiante,Licenciatura,Un jugador,Diversion,Juego por diversion,2
54,20.3,4.7,16.0,19.0,0.9,Empleado,Licenciatura,Multijugador presencial,Socializar,Gano un poco,2
28,23.6,0.0,13.0,13.0,3.0,Empleado,Licenciatura,Con amigos en linea,Socializar,Gano un poco,2
32,29.4,6.2,23.0,13.0,2.5,Estudiante,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
29,33.3,0.9,17.0,6.0,4.7,Empleado,Licenciatura,Con amigos en linea,Mejorar habilidad,Juego por diversion,3
29,33.3,0.0,13.0,29.0,3.9,Estudiante,Maestria,Multijugador presencial,Competir,Juego por diversion,3
48,24.6,1.8,26.0,30.0,4.8,Empleado,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,1
36,36.5,6.1,30.0,28.0,2.1,Estudiante,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
41,11.2,6.0,19.0,14.0,2.2,Empleado,Doctorado,Un jugador,Socializar,Juego por diversion,2
49,24.9,5.6,25.0,29.0,2.3,Empleado,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,3
51,42.0,1.2,14.0,17.0,1.0,Estudiante,Maestria,Multijugador presencial,Mejorar habilidad,Gano un poco,2
53,26.8,4.7,19.0,27.0,3.3,Empleado,Licenciatura,Multijugador en linea,Competir,Juego por diversion,1
18,10.5,1.2,13.0,33.0,1.8,Empleado,Doctorado,Multijugador en linea,Diversion,Juego por diversion,2
27,22.0,4.8,19.0,6.0,4.0,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Gano un poco,2
22,19.3,1.2,22.0,43.0,3.5,Empleado,Preparatoria,Un jugador,Relajarme,Juego por diversion,3
51,7.7,0.2,13.0,30.0,6.4,Empleado,Licenciatura,Multijugador presencial,Diversion,Gano un poco,2
49,21.1,1.2,14.0,18.0,2.0,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
25,27.8,2.0,15.0,28.0,3.1,Empleado,Maestria,Multijugador presencial,Socializar,Juego por diversion,3
16,7.7,0.7,12.0,22.0,2.2,Estudiante,Licenciatura,Multijugador presencial,Competir,Juego por diversion,2
44,27.9,3.0,28.0,8.0,3.5,Empleado,Preparatoria,Multijugador presencial,Diversion,Es mi sustento,1
21,0.0,1.8,29.0,19.0,1.0,Empleado,Maestria,Un jugador,Mejorar habilidad,Juego por diversion,2
32,12.1,0.0,17.0,22.0,2.2,Estudiante,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,2
33,24.4,4.6,21.0,33.0,3.1,Estudiante,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,3
23,24.8,2.0,27.0,27.0,3.0,Estudiante,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,2
42,31.0,1.6,20.0,10.0,1.4,Estudiante,Maestria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
36,17.1,0.0,26.0,41.0,2.0,Empleado,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
25,13.1,6.1,5.0,15.0,2.7,Empleado,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
39,0.0,3.3,10.0,3.0,0.7,Empleado,Licenciatura,Multijugador en linea,Socializar,Gano un poco,2
52,12.0,0.0,19.0,3.0,3.9,Estudiante,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,2
51,7.7,4.1,22.0,11.0,4.8,Estudiante,Maestria,Multijugador presencial,Socializar,Juego por diversion,3
39,32.4,5.0,23.0,34.0,2.4,Empleado,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,3
34,28.4,0.6,24.0,15.0,2.0,Estudiante,Preparatoria,Con amigos en linea,Competir,Juego por diversion,1
23,22.8,1.7,18.0,20.0,3.3,Estudiante,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
43,33.4,1.8,23.0,11.0,2.6,Estudiante,Maestria,Un jugador,Mejorar habilidad,Juego por diversion,2
42,39.3,6.0,21.0,4.0,3.9,Estudiante,Licenciatura,Con amigos en linea,Competir,Juego por diversion,1
15,30.7,3.6,23.0,35.0,1.9,Estudiante,Licenciatura,Multijugador en linea,Diversion,Juego por diversion,2
28,15.5,6.1,14.0,11.0,2.7,Empleado,Maestria,Con amigos en linea,Mejorar habilidad,Gano un poco,2
29,11.4,5.3,19.0,12.0,2.7,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,1
37,31.4,2.0,18.0,38.0,3.8,Estudiante,Maestria,Multijugador presencial,Competir,Juego por diversion,3
27,47.7,1.3,21.0,1.0,3.1,Estudiante,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
39,28.1,3.4,13.0,4.0,1.3,Empleado,Preparatoria,Con amigos en linea,Diversion,Gano un poco,2
39,14.0,0.0,27.0,17.0,2.8,Estudiante,Preparatoria,Un jugador,Relajarme,Gano un poco,1
31,27.6,4.3,21.0,20.0,2.3,Desempleado,Preparatoria,Multijugador presencial,Competir,Juego por diversion,3
43,10.7,3.0,10.0,24.0,4.3,Estudiante,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
50,0.4,6.4,19.0,42.0,5.0,Estudiante,Doctorado,Un jugador,Relajarme,Juego por diversion,2
28,24.4,3.6,17.0,26.0,3.4,Estudiante,Licenciatura,Un jugador,Diversion,Juego por diversion,2
27,13.6,1.5,16.0,26.0,3.0,Estudiante,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
41,37.9,8.1,20.0,28.0,1.7,Estudiante,Preparatoria,Un jugador,Relajarme,Juego por diversion,3
45,0.0,6.0,15.0,29.0,0.9,Estudiante,Maestria,Un jugador,Competir,Juego por diversion,2
19,13.8,6.1,29.0,30.0,3.8,Estudiante,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
44,22.2,8.7,28.0,3.0,1.3,Estudiante,Preparatoria,Con amigos en linea,Competir,Juego por diversion,2
18,15.7,4.8,23.0,22.0,1.7,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,2
49,19.6,1.1,16.0,10.0,2.5,Desempleado,Preparatoria,Un jugador,Competir,Juego por diversion,2
