PLACA_INI_INTERRUP,PLACA_FIN_INTERRUP,ELEM_FIN_INTERRUP,FECHA_INI_INTERRUP,FECHA_FIN_INTERRUP,DURACION_INT_HRS,CAUSA_FALLA,COMENTARIOS_OA,MUNICIPIO_ELEM_INI,CKTO_ELE_OPE
PLACA_0017,PLACA_0096,Seccionador,2013-12-08 11:00:00,2013-12-08 15:06:36,4.11,Otros,Cometa sobre la linea reportada por vecinos,Municipio_6,Circuito_15
PLACA_0035,PLACA_0068,Poste,2014-11-18 13:00:00,2014-11-18 16:30:36,3.51,Contacto animal,Ave posada provoco corto en el aislador,Municipio_3,Circuito_12
PLACA_0059,PLACA_0066,Seccionador,2013-06-07 15:00:00,2013-06-07 16:07:12,1.12,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_1,Circuito_8
PLACA_0033,PLACA_0099,Poste,2015-01-24 05:00:00,2015-01-24 11:10:12,6.17,Otros,Objeto extraño enredado en la red de distribucion,Municipio_5,Circuito_11
PLACA_0006,PLACA_0110,Poste,2015-11-09 00:00:00,2015-11-09 02:54:36,2.91,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_2,Circuito_1
PLACA_0120,PLACA_0110,Poste,2013-11-04 05:00:00,2013-11-04 09:52:48,4.88,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_5,Circuito_13
PLACA_0029,PLACA_0042,Transformador,2016-09-04 13:00:00,2016-09-04 18:45:00,5.75,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_4,Circuito_15
PLACA_0048,PLACA_0016,Aislador,2013-06-09 18:00:00,2013-06-09 19:57:00,1.95,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_15
PLACA_0052,PLACA_0009,Fusible,2015-11-23 01:00:00,2015-11-23 03:06:00,2.1,Contacto animal,Ave posada provoco corto en el aislador,Municipio_3,Circuito_13
PLACA_0059,PLACA_0002,Seccionador,2013-06-26 17:00:00,2013-06-26 19:20:24,2.34,Otros,Cometa sobre la linea reportada por vecinos,Municipio_2,Circuito_5
PLACA_0060,PLACA_0048,Aislador,2016-06-29 07:00:00,2016-06-29 13:58:12,6.97,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_4,Circuito_13
PLACA_0020,PLACA_0001,Fusible,2016-01-25 07:00:00,2016-01-25 08:21:36,1.36,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_1,Circuito_4
PLACA_0001,PLACA_0098,Conductor,2013-01-20 10:00:00,2013-01-20 17:46:48,7.78,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_4,Circuito_14
PLACA_0068,PLACA_0031,Fusible,2013-08-01 06:00:00,2013-08-01 09:28:48,3.48,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_4,Circuito_1
PLACA_0006,PLACA_0118,Transformador,2014-07-28 02:00:00,2014-07-28 05:39:36,3.66,Otros,Objeto extraño enredado en la red de distribucion,Municipio_5,Circuito_7
PLACA_0011,PLACA_0075,Poste,2015-07-28 23:00:00,2015-07-29 04:34:48,5.58,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_5,Circuito_3
PLACA_0073,PLACA_0008,Fusible,2013-06-03 18:00:00,2013-06-03 21:12:00,3.2,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_3
PLACA_0090,PLACA_0107,Conductor,2014-10-08 12:00:00,2014-10-08 18:13:12,6.22,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_3,Circuito_6
PLACA_0018,PLACA_0100,Aislador,2013-06-02 06:00:00,2013-06-02 07:57:00,1.95,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_1,Circuito_3
PLACA_0053,PLACA_0016,Aislador,2015-08-13 10:00:00,2015-08-13 17:36:36,7.61,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_3,Circuito_13
PLACA_0110,PLACA_0016,Poste,2015-08-07 08:00:00,2015-08-07 10:04:48,2.08,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_2,Circuito_13
PLACA_0028,PLACA_0107,Seccionador,2016-05-20 01:00:00,2016-05-20 08:48:00,7.8,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_2,Circuito_2
PLACA_0007,PLACA_0087,Seccionador,2015-03-23 16:00:00,2015-03-23 18:07:48,2.13,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_14
PLACA_0072,PLACA_0096,Aislador,2015-04-09 14:00:00,2015-04-09 16:23:24,2.39,Otros,Objeto extraño enredado en la red de distribucion,Municipio_2,Circuito_2
PLACA_0008,PLACA_0107,Transformador,2013-09-06 00:00:00,2013-09-06 01:13:12,1.22,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_4
PLACA_0011,PLACA_0075,Aislador,2016-07-14 20:00:00,2016-07-14 21:33:00,1.55,Otros,Cometa sobre la linea reportada por vecinos,Municipio_3,Circuito_15
PLACA_0116,PLACA_0083,Fusible,2013-05-13 06:00:00,2013-05-13 08:55:12,2.92,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_2,Circuito_2
PLACA_0060,PLACA_0007,Transformador,2013-09-08 01:00:00,2013-09-08 04:34:48,3.58,Otros,Cometa sobre la linea reportada por vecinos,Municipio_5,Circuito_7
PLACA_0049,PLACA_0088,Fusible,2015-10-14 00:00:00,2015-10-14 05:55:12,5.92,Otros,Cometa sobre la linea reportada por vecinos,Municipio_2,Circuito_6
PLACA_0058,PLACA_0114,Transformador,2014-07-18 08:00:00,2014-07-18 10:31:48,2.53,Contacto animal,Ave posada provoco corto en el aislador,Municipio_1,Circuito_10
PLACA_0064,PLACA_0053,Aislador,2016-08-18 09:00:00,2016-08-18 12:58:48,3.98,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_1
PLACA_0026,PLACA_0083,Aislador,2013-10-09 13:00:00,2013-10-09 16:24:00,3.4,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_2,Circuito_11
PLACA_0101,PLACA_0092,Seccionador,2013-02-09 12:00:00,2013-02-09 16:18:00,4.3,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_4,Circuito_9
PLACA_0042,PLACA_0050,Seccionador,2016-03-04 16:00:00,2016-03-04 17:45:00,1.75,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_2,Circuito_1
PLACA_0008,PLACA_0104,Fusible,2013-03-02 08:00:00,2013-03-02 09:55:48,1.93,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_5,Circuito_6
PLACA_0032,PLACA_0085,Transformador,2013-11-23 03:00:00,2013-11-23 04:45:00,1.75,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_3,Circuito_9
PLACA_0074,PLACA_0109,Fusible,2013-04-25 07:00:00,2013-04-25 13:42:00,6.7,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_3,Circuito_15
PLACA_0076,PLACA_0041,Conductor,2013-12-27 07:00:00,2013-12-27 14:39:36,7.66,Otros,Objeto extraño enredado en la red de distribucion,Municipio_6,Circuito_6
PLACA_0073,PLACA_0019,Aislador,2014-12-22 18:00:00,2014-12-22 19:51:36,1.86,Otros,Objeto extraño enredado en la red de distribucion,Municipio_2,Circuito_14
PLACA_0023,PLACA_0063,Poste,2016-01-16 09:00:00,2016-01-16 10:53:24,1.89,Otros,Cometa sobre la linea reportada por vecinos,Municipio_1,Circuito_1
PLACA_0062,PLACA_0001,Seccionador,2013-02-10 16:00:00,2013-02-10 20:43:12,4.72,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_5,Circuito_4
PLACA_0008,PLACA_0003,Transformador,2013-12-30 10:00:00,2013-12-30 18:13:12,8.22,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_5,Circuito_12
PLACA_0010,PLACA_0048,Conductor,2015-12-14 11:00:00,2015-12-14 20:24:36,9.41,Otros,Objeto extraño enredado en la red de distribucion,Municipio_6,Circuito_7
PLACA_0018,PLACA_0021,Conductor,2014-09-11 10:00:00,2014-09-11 11:47:24,1.79,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_4,Circuito_13
PLACA_0023,PLACA_0091,Aislador,2016-08-22 10:00:00,2016-08-22 12:11:24,2.19,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_15
PLACA_0076,PLACA_0105,Transformador,2014-04-03 21:00:00,2014-04-04 00:42:36,3.71,Otros,Cometa sobre la linea reportada por vecinos,Municipio_4,Circuito_5
PLACA_0094,PLACA_0001,Conductor,2013-09-18 05:00:00,2013-09-18 08:51:00,3.85,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_5,Circuito_7
PLACA_0078,PLACA_0041,Aislador,2013-03-08 05:00:00,2013-03-08 07:36:36,2.61,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_2,Circuito_11
PLACA_0096,PLACA_0010,Transformador,2013-10-16 10:00:00,2013-10-16 11:30:00,1.5,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_6
PLACA_0094,PLACA_0114,Seccionador,2016-10-04 20:00:00,2016-10-04 22:55:12,2.92,Contacto animal,Ave posada provoco corto en el aislador,Municipio_4,Circuito_1
PLACA_0033,PLACA_0101,Poste,2013-05-19 11:00:00,2013-05-19 20:24:00,9.4,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_6,Circuito_1
PLACA_0114,PLACA_0053,Fusible,2015-05-10 05:00:00,2015-05-10 06:57:00,1.95,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_4,Circuito_6
PLACA_0084,PLACA_0098,Conductor,2015-09-09 18:00:00,2015-09-09 21:33:00,3.55,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_2,Circuito_3
PLACA_0041,PLACA_0034,Poste,2014-08-27 00:00:00,2014-08-27 13:32:24,13.54,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_1,Circuito_6
PLACA_0010,PLACA_0071,Poste,2013-11-26 23:00:00,2013-11-27 00:55:48,1.93,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_3,Circuito_10
PLACA_0084,PLACA_0022,Aislador,2013-03-05 13:00:00,2013-03-05 17:52:48,4.88,Otros,Cometa sobre la linea reportada por vecinos,Municipio_4,Circuito_3
PLACA_0053,PLACA_0090,Aislador,2014-02-25 06:00:00,2014-02-25 15:39:36,9.66,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_6,Circuito_15
PLACA_0039,PLACA_0031,Poste,2016-09-14 09:00:00,2016-09-14 13:35:24,4.59,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_1,Circuito_7
PLACA_0047,PLACA_0001,Fusible,2013-11-11 01:00:00,2013-11-11 07:22:48,6.38,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_1,Circuito_5
PLACA_0026,PLACA_0013,Poste,2016-05-14 15:00:00,2016-05-14 20:20:24,5.34,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_2,Circuito_3
PLACA_0040,PLACA_0101,Fusible,2015-08-28 03:00:00,2015-08-28 07:20:24,4.34,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_8
PLACA_0070,PLACA_0050,Transformador,2013-07-06 20:00:00,2013-07-07 03:29:24,7.49,Otros,Cometa sobre la linea reportada por vecinos,Municipio_3,Circuito_15
PLACA_0034,PLACA_0057,Fusible,2015-07-02 01:00:00,2015-07-02 05:46:12,4.77,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_4
PLACA_0097,PLACA_0090,Conductor,2013-05-07 04:00:00,2013-05-07 06:37:48,2.63,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_1,Circuito_2
PLACA_0030,PLACA_0071,Poste,2015-04-28 18:00:00,2015-04-28 21:21:00,3.35,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_4,Circuito_14
PLACA_0113,PLACA_0031,Fusible,2015-08-31 18:00:00,2015-08-31 21:56:24,3.94,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_3,Circuito_2
PLACA_0074,PLACA_0116,Aislador,2013-03-13 16:00:00,2013-03-13 18:10:48,2.18,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_5,Circuito_11
PLACA_0023,PLACA_0022,Transformador,2013-09-04 14:00:00,2013-09-04 17:28:12,3.47,Otros,Objeto extraño enredado en la red de distribucion,Municipio_2,Circuito_3
PLACA_0026,PLACA_0106,Conductor,2016-10-31 13:00:00,2016-10-31 16:06:36,3.11,Contacto animal,Ave posada provoco corto en el aislador,Municipio_2,Circuito_14
PLACA_0050,PLACA_0072,Fusible,2013-05-18 02:00:00,2013-05-18 06:45:36,4.76,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_5,Circuito_6
PLACA_0101,PLACA_0090,Aislador,2015-07-28 00:00:00,2015-07-28 11:21:36,11.36,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_5,Circuito_9
PLACA_0019,PLACA_0073,Aislador,2015-04-29 04:00:00,2015-04-29 07:37:12,3.62,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_5,Circuito_13
PLACA_0100,PLACA_0013,Seccionador,2013-08-05 18:00:00,2013-08-06 02:21:36,8.36,Otros,Objeto extraño enredado en la red de distribucion,Municipio_5,Circuito_15
PLACA_0084,PLACA_0063,Aislador,2014-06-25 12:00:00,2014-06-25 16:39:00,4.65,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_5,Circuito_8
PLACA_0080,PLACA_0078,Conductor,2015-04-06 04:00:00,2015-04-06 07:27:00,3.45,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_6,Circuito_7
PLACA_0096,PLACA_0061,Seccionador,2014-05-02 01:00:00,2014-05-02 03:04:48,2.08,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_3,Circuito_1
PLACA_0108,PLACA_0063,Conductor,2014-09-29 08:00:00,2014-09-29 11:28:12,3.47,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_6,Circuito_2
PLACA_0096,PLACA_0057,Seccionador,2013-10-03 09:00:00,2013-10-03 12:19:12,3.32,Otros,Objeto extraño enredado en la red de distribucion,Municipio_3,Circuito_12
PLACA_0057,PLACA_0028,Fusible,2013-07-02 06:00:00,2013-07-02 07:39:00,1.65,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_6,Circuito_8
PLACA_0102,PLACA_0021,Poste,2013-04-26 16:00:00,2013-04-26 17:52:48,1.88,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_12
PLACA_0004,PLACA_0023,Transformador,2015-12-10 18:00:00,2015-12-10 21:57:36,3.96,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_14
PLACA_0118,PLACA_0047,Conductor,2015-07-24 01:00:00,2015-07-24 09:18:36,8.31,Contacto animal,Ave posada provoco corto en el aislador,Municipio_2,Circuito_5
PLACA_0082,PLACA_0119,Poste,2015-11-01 12:00:00,2015-11-01 14:51:00,2.85,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_6,Circuito_1
PLACA_0023,PLACA_0112,Fusible,2016-05-01 14:00:00,2016-05-01 14:44:24,0.74,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_5,Circuito_9
PLACA_0107,PLACA_0089,Poste,2014-06-14 23:00:00,2014-06-15 00:12:00,1.2,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_1
PLACA_0110,PLACA_0029,Conductor,2016-03-17 06:00:00,2016-03-17 10:58:12,4.97,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_11
PLACA_0003,PLACA_0111,Conductor,2015-04-19 16:00:00,2015-04-19 16:54:00,0.9,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_1,Circuito_8
PLACA_0103,PLACA_0002,Transformador,2013-12-21 19:00:00,2013-12-22 00:31:12,5.52,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_3,Circuito_10
PLACA_0055,PLACA_0115,Fusible,2016-08-09 08:00:00,2016-08-09 12:46:48,4.78,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_8
PLACA_0067,PLACA_0106,Aislador,2014-09-11 21:00:00,2014-09-11 23:46:48,2.78,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_4,Circuito_10
PLACA_0072,PLACA_0083,Aislador,2016-09-18 11:00:00,2016-09-18 12:39:36,1.66,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_5,Circuito_5
PLACA_0044,PLACA_0036,Conductor,2015-09-14 02:00:00,2015-09-14 04:28:12,2.47,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_14
PLACA_0025,PLACA_0020,Aislador,2016-08-27 09:00:00,2016-08-27 12:53:24,3.89,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_2,Circuito_15
PLACA_0041,PLACA_0088,Transformador,2015-04-08 21:00:00,2015-04-08 21:55:48,0.93,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_6,Circuito_1
PLACA_0052,PLACA_0050,Conductor,2014-06-16 13:00:00,2014-06-16 20:45:36,7.76,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_1,Circuito_10
PLACA_0093,PLACA_0092,Transformador,2014-01-24 10:00:00,2014-01-24 13:52:12,3.87,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_6,Circuito_9
PLACA_0065,PLACA_0039,Transformador,2016-10-07 11:00:00,2016-10-07 15:11:24,4.19,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_15
PLACA_0017,PLACA_0095,Seccionador,2013-07-19 15:00:00,2013-07-19 19:45:36,4.76,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_13
PLACA_0084,PLACA_0012,Transformador,2016-10-24 10:00:00,2016-10-24 17:16:12,7.27,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_3,Circuito_4
PLACA_0048,PLACA_0034,Aislador,2015-05-12 10:00:00,2015-05-12 13:28:48,3.48,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_8
PLACA_0075,PLACA_0075,Aislador,2013-04-20 20:00:00,2013-04-21 00:58:12,4.97,Otros,Cometa sobre la linea reportada por vecinos,Municipio_1,Circuito_8
PLACA_0049,PLACA_0068,Seccionador,2013-09-03 21:00:00,2013-09-03 22:41:24,1.69,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_4,Circuito_1
PLACA_0044,PLACA_0053,Aislador,2013-10-09 06:00:00,2013-10-09 15:25:48,9.43,Otros,Objeto extraño enredado en la red de distribucion,Municipio_4,Circuito_3
PLACA_0063,PLACA_0043,Conductor,2014-01-05 02:00:00,2014-01-05 05:18:36,3.31,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_2,Circuito_6
PLACA_0027,PLACA_0098,Transformador,2015-07-15 08:00:00,2015-07-15 09:40:48,1.68,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_5,Circuito_13
PLACA_0056,PLACA_0082,Fusible,2013-09-23 19:00:00,2013-09-23 21:04:48,2.08,Contacto animal,Ave posada provoco corto en el aislador,Municipio_4,Circuito_7
PLACA_0069,PLACA_0026,Conductor,2013-01-10 01:00:00,2013-01-10 01:24:00,0.4,Otros,Cometa sobre la linea reportada por vecinos,Municipio_3,Circuito_1
PLACA_0087,PLACA_0001,Conductor,2014-01-26 00:00:00,2014-01-26 02:04:12,2.07,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_6,Circuito_4
PLACA_0014,PLACA_0050,Aislador,2014-10-02 04:00:00,2014-10-02 04:09:36,0.16,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_5,Circuito_5
PLACA_0059,PLACA_0094,Aislador,2014-09-03 09:00:00,2014-09-03 14:13:12,5.22,Contacto animal,Ave posada provoco corto en el aislador,Municipio_5,Circuito_9
PLACA_0116,PLACA_0063,Seccionador,2013-10-02 10:00:00,2013-10-02 14:06:00,4.1,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_2,Circuito_3
PLACA_0029,PLACA_0094,Transformador,2013-02-09 07:00:00,2013-02-09 08:16:12,1.27,Otros,Cometa sobre la linea reportada por vecinos,Municipio_2,Circuito_12
PLACA_0047,PLACA_0092,Conductor,2013-12-13 03:00:00,2013-12-13 05:53:24,2.89,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_1,Circuito_7
PLACA_0007,PLACA_0077,Poste,2016-01-01 19:00:00,2016-01-01 21:59:24,2.99,Otros,Cometa sobre la linea reportada por vecinos,Municipio_6,Circuito_2
PLACA_0015,PLACA_0054,Fusible,2013-04-09 22:00:00,2013-04-09 23:01:48,1.03,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_2
PLACA_0089,PLACA_0088,Conductor,2013-11-10 06:00:00,2013-11-10 08:31:12,2.52,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_1,Circuito_5
PLACA_0035,PLACA_0080,Aislador,2016-09-18 16:00:00,2016-09-18 19:03:36,3.06,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_6,Circuito_3
PLACA_0080,PLACA_0016,Seccionador,2015-11-14 23:00:00,2015-11-15 01:27:36,2.46,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_1,Circuito_13
PLACA_0100,PLACA_0034,Aislador,2016-06-01 06:00:00,2016-06-01 07:40:48,1.68,Contacto animal,Ave posada provoco corto en el aislador,Municipio_2,Circuito_6
PLACA_0071,PLACA_0064,Transformador,2013-11-25 01:00:00,2013-11-25 02:13:12,1.22,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_15
PLACA_0086,PLACA_0012,Poste,2013-01-06 00:00:00,2013-01-06 02:23:24,2.39,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_5,Circuito_11
PLACA_0093,PLACA_0093,Poste,2015-11-14 02:00:00,2015-11-14 03:51:36,1.86,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_11
PLACA_0007,PLACA_0013,Transformador,2014-06-25 14:00:00,2014-06-25 18:32:24,4.54,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_1,Circuito_14
PLACA_0095,PLACA_0015,Poste,2014-10-03 13:00:00,2014-10-03 20:34:12,7.57,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_1,Circuito_1
PLACA_0043,PLACA_0046,Fusible,2016-08-18 05:00:00,2016-08-18 10:42:00,5.7,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_5,Circuito_5
PLACA_0024,PLACA_0015,Fusible,2015-02-03 10:00:00,2015-02-03 13:08:24,3.14,Otros,Objeto extraño enredado en la red de distribucion,Municipio_4,Circuito_8
PLACA_0084,PLACA_0114,Transformador,2015-09-07 13:00:00,2015-09-07 14:43:48,1.73,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_1,Circuito_3
PLACA_0054,PLACA_0117,Aislador,2013-11-23 03:00:00,2013-11-23 08:36:00,5.6,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_13
PLACA_0049,PLACA_0100,Seccionador,2014-01-07 19:00:00,2014-01-07 23:43:48,4.73,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_5,Circuito_1
PLACA_0118,PLACA_0063,Poste,2013-09-25 15:00:00,2013-09-25 22:13:12,7.22,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_4,Circuito_8
PLACA_0002,PLACA_0091,Conductor,2016-09-03 10:00:00,2016-09-03 13:28:48,3.48,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_5,Circuito_13
PLACA_0086,PLACA_0112,Seccionador,2016-03-03 07:00:00,2016-03-03 16:06:36,9.11,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_5,Circuito_9
PLACA_0085,PLACA_0094,Transformador,2013-07-15 13:00:00,2013-07-15 16:28:48,3.48,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_4,Circuito_6
PLACA_0108,PLACA_0106,Aislador,2015-02-28 04:00:00,2015-02-28 05:43:48,1.73,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_5,Circuito_1
PLACA_0110,PLACA_0064,Transformador,2015-11-02 15:00:00,2015-11-02 17:00:36,2.01,Contacto animal,Ave posada provoco corto en el aislador,Municipio_1,Circuito_13
PLACA_0007,PLACA_0065,Transformador,2014-11-09 08:00:00,2014-11-09 12:23:24,4.39,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_5,Circuito_11
PLACA_0057,PLACA_0103,Aislador,2013-06-11 14:00:00,2013-06-11 15:51:00,1.85,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_4,Circuito_2
PLACA_0064,PLACA_0096,Conductor,2014-10-10 03:00:00,2014-10-10 12:04:12,9.07,Otros,Cometa sobre la linea reportada por vecinos,Municipio_1,Circuito_2
PLACA_0001,PLACA_0106,Poste,2016-02-16 17:00:00,2016-02-16 21:07:48,4.13,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_5,Circuito_10
PLACA_0084,PLACA_0086,Fusible,2016-02-26 06:00:00,2016-02-26 09:05:24,3.09,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_3,Circuito_6
PLACA_0072,PLACA_0099,Aislador,2015-07-20 10:00:00,2015-07-20 13:17:24,3.29,Otros,Objeto extraño enredado en la red de distribucion,Municipio_5,Circuito_8
PLACA_0013,PLACA_0098,Conductor,2015-07-16 03:00:00,2015-07-16 05:26:24,2.44,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_2,Circuito_1
PLACA_0067,PLACA_0048,Conductor,2014-08-21 17:00:00,2014-08-21 17:33:00,0.55,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_1,Circuito_1
PLACA_0096,PLACA_0093,Fusible,2013-10-15 22:00:00,2013-10-16 00:00:36,2.01,Otros,Cometa sobre la linea reportada por vecinos,Municipio_1,Circuito_5
PLACA_0028,PLACA_0059,Transformador,2013-09-05 12:00:00,2013-09-05 20:21:00,8.35,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_6,Circuito_6
PLACA_0108,PLACA_0087,Aislador,2013-04-06 20:00:00,2013-04-06 23:33:00,3.55,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_1,Circuito_13
PLACA_0065,PLACA_0018,Fusible,2016-09-10 18:00:00,2016-09-11 00:09:00,6.15,Otros,Cometa sobre la linea reportada por vecinos,Municipio_1,Circuito_9
PLACA_0062,PLACA_0119,Aislador,2015-06-06 18:00:00,2015-06-07 00:16:12,6.27,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_2,Circuito_12
PLACA_0050,PLACA_0085,Aislador,2013-09-20 03:00:00,2013-09-20 05:54:36,2.91,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_5,Circuito_15
PLACA_0118,PLACA_0089,Transformador,2015-05-08 19:00:00,2015-05-08 23:47:24,4.79,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_3,Circuito_7
PLACA_0018,PLACA_0053,Aislador,2015-07-17 04:00:00,2015-07-17 04:37:48,0.63,Otros,Cometa sobre la linea reportada por vecinos,Municipio_6,Circuito_15
