data_Tcamp,data_productividad_per,data_import_unico,data_dias_empresa,data_Tedad,data_T_RangoEdad,data_numero_hijos,data_T_numero_hijos,data_pobreza,data_veces,data_Tsexo,dummies_Tsexo_Mujer,data_GRADO2,data_Testado_civil,data_distancia,data_sumCOD,data_sumHRSLB,data_n_lote,data_n_fundo,data_n_variedad,data_otros_bono,data_sum_hora_extra,data_sum_aux_bono_total,data_bono_produc,data_BANCARIZADO,data_PEOR_CALIF_U6M,data_MODA_CALIF_U6M,data_TIPCRE_UM,data_DEUDA_PROM_U6M,data_NRO_ENT_PROM_U6M,data_DIAS_ATRASO_PROM_U6M
21,170.35,5280.15,168,22,18-25,2,Con hijos,0.028,3,Hombre,0,Secundaria incompleta,Soltero,38.5,5851.0,149.7,11,1,2,91.2,50.5,180.8,339.8,0,Normal,Normal,Consumo,0.0,0,0.0
20,34.61,171.58,129,23,18-25,0,Sin hijos,0.795,3,Mujer,1,Primaria completa,Soltero,194.8,1063.0,216.6,12,1,2,43.9,30.1,156.2,112.2,0,CPP,Normal,Comercial,0.0,0,0.0
19,26.5,134.97,159,24,18-25,0,Sin hijos,0.509,1,Hombre,0,Secundaria incompleta,Casado,197.6,705.0,160.3,21,3,1,211.2,67.0,390.8,48.7,1,Normal,Normal,Ninguno,1206.6,1,4.1
20,25.28,0.0,107,33,31-40,0,Sin hijos,0.253,1,Mujer,1,Primaria incompleta,Casado,248.4,987.0,215.3,11,1,3,96.4,145.3,277.9,81.0,0,CPP,Normal,Consumo,0.0,0,0.0
19,71.64,1156.87,216,18,18-25,1,Con hijos,0.435,2,Hombre,0,Secundaria incompleta,Soltero,142.5,2385.0,40.9,2,3,1,174.9,123.2,391.7,218.2,1,Normal,Normal,Consumo,839.9,3,4.0
19,43.73,545.12,116,42,41+,0,Sin hijos,0.198,2,Mujer,1,Primaria completa,Soltero,140.1,949.0,56.4,1,2,3,139.4,592.4,807.9,119.0,0,Normal,Normal,Ninguno,0.0,0,0.0
19,79.61,1195.13,302,35,31-40,1,Con hijos,0.326,4,Hombre,0,Secundaria incompleta,Casado,159.4,2325.0,115.8,24,3,2,216.3,212.7,516.9,254.8,0,CPP,Normal,Comercial,0.0,0,0.0
20,28.29,235.47,128,28,26-30,0,Sin hijos,0.178,1,Hombre,0,Primaria incompleta,Soltero,144.9,1192.0,103.1,24,2,1,206.4,96.0,339.5,61.2,0,Normal,Normal,Consumo,0.0,0,0.0
19,39.72,287.12,107,26,26-30,1,Con hijos,0.392,2,Mujer,1,Secundaria incompleta,Soltero,224.9,1544.0,178.7,2,3,3,28.5,120.7,206.7,72.8,0,Normal,Normal,Consumo,0.0,0,0.0
20,32.12,1131.67,270,30,26-30,1,Con hijos,0.163,2,Hombre,0,Superior,Casado,143.5,902.0,60.5,14,2,1,126.5,16.3,234.0,58.3,1,Dudoso,Normal,Consumo,902.4,3,14.1
21,43.49,116.86,89,29,26-30,1,Con hijos,0.458,2,Hombre,0,Secundaria incompleta,Soltero,153.2,1890.0,215.5,13,2,3,50.7,67.3,206.0,88.7,1,Dudoso,Normal,Consumo,5748.9,2,9.0
21,14.6,362.3,143,30,26-30,1,Con hijos,0.502,3,Mujer,1,Secundaria completa,Soltero,156.5,320.0,89.9,24,3,3,84.2,121.2,287.8,34.9,0,CPP,CPP,Ninguno,0.0,0,0.0
19,71.56,2159.44,185,30,26-30,0,Sin hijos,0.276,3,Hombre,0,Secundaria completa,Soltero,65.8,3151.0,111.5,5,2,1,491.0,193.6,705.9,232.7,0,Deficiente,Normal,Consumo,0.0,0,0.0
19,130.01,4909.58,200,26,26-30,1,Con hijos,0.324,1,Hombre,0,Superior,Soltero,36.4,3399.0,82.2,2,1,2,46.8,86.9,184.8,218.3,0,Perdida,CPP,Comercial,0.0,0,0.0
21,57.58,1859.16,141,27,26-30,1,Con hijos,0.268,3,Hombre,0,Secundaria completa,Soltero,45.4,1165.0,140.1,23,3,1,10.8,126.4,170.2,191.8,1,CPP,Normal,Consumo,753.1,4,0.5
21,187.02,5295.35,177,25,18-25,0,Sin hijos,0.377,3,Hombre,0,Secundaria completa,Soltero,54.7,5769.0,41.1,23,1,2,82.4,205.8,377.6,626.7,0,Dudoso,Normal,Consumo,0.0,0,0.0
19,146.31,5103.71,234,25,18-25,0,Sin hijos,0.197,3,Hombre,0,Secundaria completa,Soltero,29.4,4239.0,58.4,19,2,3,124.8,68.9,371.4,432.3,1,Normal,Normal,Consumo,2559.5,4,16.3
21,35.47,155.87,159,32,31-40,0,Sin hijos,0.518,3,Mujer,1,Primaria incompleta,Soltero,174.2,1187.0,171.7,17,2,3,236.6,61.7,370.3,117.1,1,CPP,CPP,Comercial,3044.9,2,6.5
20,156.83,5204.85,187,28,26-30,0,Sin hijos,0.028,2,Hombre,0,Secundaria incompleta,Soltero,44.5,6260.0,65.4,11,2,1,211.6,183.3,531.3,476.7,1,Normal,CPP,Consumo,2091.0,2,4.3
20,78.68,1024.65,269,18,18-25,1,Con hijos,0.249,2,Hombre,0,Superior,Soltero,103.1,3231.0,74.7,16,3,1,157.3,12.2,184.5,201.1,0,Deficiente,Normal,Ninguno,0.0,0,0.0
21,32.77,121.51,60,30,26-30,0,Sin hijos,0.234,1,Mujer,1,Secundaria completa,Casado,189.8,984.0,180.7,20,2,2,145.5,109.9,327.1,88.5,1,Deficiente,Deficiente,Consumo,2948.0,2,6.0
21,125.93,4676.39,189,26,26-30,1,Con hijos,0.331,3,Mujer,1,Superior,Soltero,27.4,3872.0,47.7,18,1,2,158.5,86.4,308.0,347.1,0,Normal,Normal,Consumo,0.0,0,0.0
21,41.96,0.0,122,26,26-30,1,Con hijos,0.483,3,Hombre,0,Secundaria completa,Soltero,201.8,995.0,113.1,20,1,1,186.9,227.0,440.9,73.6,0,CPP,Normal,Consumo,0.0,0,0.0
20,69.59,2220.89,139,26,26-30,1,Con hijos,0.442,3,Hombre,0,Secundaria completa,Soltero,40.6,1475.0,34.4,8,3,2,146.4,84.4,271.1,131.3,1,Deficiente,Normal,Consumo,708.9,3,10.0
20,53.65,1645.21,138,33,31-40,0,Sin hijos,0.324,1,Hombre,0,Secundaria completa,Soltero,65.4,1933.0,95.9,2,1,2,105.6,49.2,216.0,136.6,0,Dudoso,Normal,Ninguno,0.0,0,0.0
20,27.72,54.54,102,31,31-40,0,Sin hijos,0.0,2,Hombre,0,Secundaria completa,Casado,211.7,599.0,162.8,17,3,1,68.9,52.4,184.8,48.0,1,Normal,Normal,Ninguno,633.4,4,5.9
19,47.01,0.0,131,23,18-25,0,Sin hijos,0.406,3,Hombre,0,Secundaria incompleta,Casado,203.2,1803.0,47.1,11,3,1,97.2,146.5,508.4,161.2,0,Deficiente,Normal,Consumo,0.0,0,0.0
20,40.5,225.9,117,29,26-30,1,Con hijos,0.518,2,Hombre,0,Superior,Casado,181.8,1356.0,198.8,14,2,3,174.6,96.5,317.5,101.8,1,Normal,Deficiente,Comercial,1225.4,1,25.0
19,28.51,216.26,55,22,18-25,1,Con hijos,0.802,1,Hombre,0,Secundaria completa,Soltero,164.9,712.0,202.8,16,1,3,125.4,64.3,364.1,64.4,0,CPP,CPP,Comercial,0.0,0,0.0
19,28.51,189.8,59,20,18-25,0,Sin hijos,0.336,2,Hombre,0,Secundaria completa,Soltero,152.8,955.0,49.9,15,1,1,148.8,143.1,316.8,51.7,1,Normal,CPP,Ninguno,1647.0,2,39.9
20,72.18,1842.36,149,24,18-25,1,Con hijos,0.3,3,Mujer,1,Secundaria completa,Soltero,77.1,1774.0,218.2,15,1,3,187.1,127.5,522.2,168.4,1,Normal,Normal,Consumo,1890.7,3,36.4
21,108.15,1809.94,187,32,31-40,1,Con hijos,0.448,2,Hombre,0,Secundaria incompleta,Soltero,44.5,3349.0,86.5,3,2,2,175.4,123.8,391.5,227.6,1,Normal,Normal,Consumo,2744.7,3,3.2
21,35.82,308.46,40,31,31-40,1,Con hijos,0.362,2,Mujer,1,Primaria incompleta,Soltero,136.7,1432.0,46.0,7,3,1,13.4,176.6,228.1,60.0,1,Normal,Normal,Comercial,2227.7,4,8.2
20,36.3,156.23,108,29,26-30,2,Con hijos,0.591,1,Mujer,1,Superior,Casado,196.3,1145.0,31.0,12,1,3,275.8,155.5,467.0,124.7,0,CPP,Normal,Consumo,0.0,0,0.0
20,42.3,286.26,107,30,26-30,0,Sin hijos,0.279,1,Hombre,0,Secundaria incompleta,Casado,145.1,1003.0,107.6,22,1,1,238.6,243.8,547.4,85.9,1,Normal,Deficiente,Ninguno,1999.6,1,28.4
19,75.34,939.36,311,32,31-40,1,Con hijos,0.363,3,Hombre,0,Primaria completa,Casado,123.5,2870.0,149.7,22,1,3,93.9,197.2,312.2,217.1,0,Deficiente,Normal,Ninguno,0.0,0,0.0
21,68.37,1173.95,231,25,18-25,1,Con hijos,0.531,4,Hombre,0,Primaria incompleta,Soltero,108.7,1687.0,93.1,23,1,1,429.8,136.1,630.1,115.0,1,Perdida,Normal,Consumo,2821.3,4,1.9
20,30.04,434.3,134,29,26-30,0,Sin hijos,0.446,2,Mujer,1,Secundaria completa,Soltero,156.1,1155.0,189.0,24,2,2,131.8,198.4,518.4,99.9,1,Deficiente,Normal,Ninguno,419.4,1,22.4
21,71.0,1263.07,255,33,31-40,0,Sin hijos,0.574,4,Mujer,1,Secundaria completa,Casado,149.5,2271.0,166.2,3,3,3,111.8,110.2,247.4,190.4,0,Normal,Deficiente,Ninguno,0.0,0,0.0
21,31.63,176.95,59,30,26-30,0,Sin hijos,0.335,1,Hombre,0,Secundaria completa,Soltero,181.5,991.0,96.5,19,1,1,37.0,142.4,294.2,89.0,0,CPP,Normal,Ninguno,0.0,0,0.0
19,39.28,277.39,146,32,31-40,1,Con hijos,0.589,1,Mujer,1,Secundaria completa,Casado,206.3,1622.0,169.5,10,1,2,47.8,86.6,257.6,120.3,1,Normal,CPP,Ninguno,1855.0,3,25.2
20,72.73,1081.17,258,33,31-40,1,Con hijos,0.15,3,Hombre,0,Secundaria incompleta,Casado,167.8,2743.0,208.7,8,3,3,131.9,103.6,251.3,197.2,1,Normal,Normal,Ninguno,1100.7,1,13.2
21,39.33,239.99,138,28,26-30,1,Con hijos,0.156,3,Hombre,0,Secundaria incompleta,Soltero,166.3,819.0,47.7,16,2,3,112.8,71.6,228.0,64.6,0,Dudoso,Normal,Consumo,0.0,0,0.0
19,31.19,189.97,240,32,31-40,0,Sin hijos,0.592,1,Mujer,1,Iletrado,Soltero,166.1,855.0,88.2,16,2,1,361.7,86.1,589.3,73.6,1,Normal,CPP,Ninguno,2412.7,4,23.8
21,78.18,2061.92,98,27,26-30,0,Sin hijos,0.401,2,Hombre,0,Secundaria completa,Soltero,62.7,3266.0,118.0,12,2,2,43.6,129.6,202.1,158.2,1,Dudoso,Normal,Consumo,2049.6,2,4.5
21,12.02,270.62,174,22,18-25,1,Con hijos,0.538,1,Hombre,0,Primaria incompleta,Casado,217.5,246.0,124.6,23,2,1,156.2,30.0,299.1,29.7,1,Normal,Normal,Consumo,8191.9,4,1.6
19,41.16,89.81,114,26,26-30,1,Con hijos,0.415,2,Hombre,0,Secundaria completa,Soltero,177.4,1384.0,133.0,5,1,3,23.8,37.1,89.0,95.0,1,Normal,Normal,Consumo,1326.1,3,6.0
21,35.46,86.43,131,23,18-25,0,Sin hijos,0.399,2,Mujer,1,Secundaria incompleta,Casado,156.6,1355.0,87.1,20,3,1,93.3,35.1,155.4,111.8,0,Normal,Normal,Ninguno,0.0,0,0.0
21,85.97,828.64,246,24,18-25,0,Sin hijos,0.201,3,Hombre,0,Secundaria incompleta,Casado,122.2,3056.0,156.8,6,3,1,99.5,84.5,318.5,171.4,0,Deficiente,Normal,Consumo,0.0,0,0.0
21,5.0,0.0,110,26,26-30,3,Con hijos,0.396,1,Mujer,1,Superior,Soltero,122.4,195.0,152.6,6,3,2,61.0,191.6,292.5,9.5,1,Normal,Normal,Ninguno,813.0,4,8.5
19,101.24,866.31,223,24,18-25,1,Con hijos,0.604,4,Hombre,0,Primaria incompleta,Soltero,172.0,3861.0,139.8,8,2,2,55.2,155.3,245.9,345.8,0,Normal,CPP,Comercial,0.0,0,0.0
19,154.51,4952.14,226,24,18-25,0,Sin hijos,0.309,2,Mujer,1,Secundaria completa,Soltero,43.8,5763.0,51.6,17,2,3,110.4,63.6,199.5,525.2,0,CPP,Normal,Consumo,0.0,0,0.0
19,43.08,104.89,77,18,18-25,0,Sin hijos,0.502,1,Mujer,1,Primaria incompleta,Soltero,193.2,1746.0,120.6,12,3,2,78.2,110.7,200.8,150.2,1,Dudoso,Normal,Consumo,2820.3,3,13.2
21,132.0,5058.38,243,26,26-30,0,Sin hijos,0.398,3,Mujer,1,Primaria incompleta,Soltero,36.7,4771.0,97.7,22,1,1,386.0,94.9,528.9,348.1,0,CPP,Normal,Consumo,0.0,0,0.0
21,80.58,1141.75,230,29,26-30,1,Con hijos,0.248,4,Mujer,1,Secundaria incompleta,Soltero,194.2,2422.0,123.3,14,2,3,385.6,309.3,886.0,139.1,1,Normal,Normal,Consumo,7337.5,1,20.6
20,21.47,0.0,89,22,18-25,0,Sin hijos,0.529,1,Hombre,0,Primaria incompleta,Soltero,156.1,683.0,205.2,2,1,2,223.1,114.0,363.7,70.0,0,Normal,Normal,Consumo,0.0,0,0.0
20,25.76,337.06,109,30,26-30,2,Con hijos,0.353,1,Hombre,0,Secundaria completa,Casado,206.4,977.0,121.3,19,3,1,229.2,19.8,371.8,46.1,1,Deficiente,Deficiente,Consumo,736.3,4,16.8
19,51.14,360.43,160,31,31-40,0,Sin hijos,0.361,3,Hombre,0,Secundaria incompleta,Casado,171.6,2143.0,32.7,6,2,1,32.1,56.3,128.3,92.6,0,CPP,CPP,Ninguno,0.0,0,0.0
21,30.09,89.73,106,18,18-25,0,Sin hijos,0.715,1,Mujer,1,Iletrado,Soltero,151.7,807.0,113.4,18,1,3,264.0,21.8,391.1,56.8,1,Dudoso,Normal,Comercial,5365.3,3,4.9
21,75.04,1226.56,265,24,18-25,1,Con hijos,0.49,2,Hombre,0,Primaria incompleta,Casado,169.8,2143.0,185.9,4,2,3,7.9,58.4,105.9,210.6,0,Normal,Normal,Comercial,0.0,0,0.0
21,90.05,1888.88,145,24,18-25,1,Con hijos,0.304,1,Mujer,1,Secundaria completa,Soltero,61.1,3896.0,178.2,22,3,2,48.0,164.6,370.2,154.4,1,Normal,Normal,Consumo,5140.6,2,12.8
21,78.94,1155.6,283,23,18-25,3,Con hijos,0.41,4,Hombre,0,Secundaria completa,Casado,162.7,2720.0,127.5,5,3,2,182.2,124.9,345.9,241.3,1,Normal,Normal,Consumo,1197.8,2,3.4
21,33.5,49.13,143,31,31-40,0,Sin hijos,0.405,1,Hombre,0,Secundaria incompleta,Soltero,175.8,820.0,77.5,6,3,2,48.8,82.5,175.5,54.2,0,CPP,Deficiente,Ninguno,0.0,0,0.0
21,35.65,0.0,178,26,26-30,0,Sin hijos,0.653,1,Hombre,0,Secundaria incompleta,Casado,171.7,1305.0,118.4,15,1,2,56.7,175.4,291.0,61.3,0,Normal,Normal,Comercial,0.0,0,0.0
20,56.03,181.39,117,25,18-25,1,Con hijos,0.406,3,Mujer,1,Secundaria completa,Soltero,256.6,2509.0,137.1,6,2,3,238.9,117.1,528.3,132.7,0,Perdida,CPP,Consumo,0.0,0,0.0
20,31.42,220.25,143,18,18-25,0,Sin hijos,0.731,2,Mujer,1,Secundaria completa,Soltero,214.4,1275.0,220.0,8,2,1,641.3,258.0,966.7,71.0,0,Normal,Normal,Consumo,0.0,0,0.0
21,163.03,4785.0,216,28,26-30,0,Sin hijos,0.105,3,Mujer,1,Primaria completa,Soltero,45.2,6300.0,152.4,9,2,1,131.5,80.9,369.7,567.2,0,Normal,Normal,Ninguno,0.0,0,0.0
21,86.71,873.63,307,21,18-25,2,Con hijos,0.395,3,Hombre,0,Secundaria completa,Soltero,155.4,2185.0,161.9,21,3,2,34.0,27.9,199.3,297.7,1,Normal,Normal,Consumo,2486.1,1,10.2
20,185.64,4784.33,184,26,26-30,1,Con hijos,0.186,3,Hombre,0,Secundaria completa,Soltero,48.1,7779.0,123.4,22,1,3,280.0,109.3,565.7,348.9,1,Normal,Normal,Consumo,3973.1,3,42.8
19,43.87,279.2,145,28,26-30,0,Sin hijos,0.326,1,Hombre,0,Secundaria completa,Soltero,191.1,1454.0,97.4,6,3,2,77.1,159.8,393.8,148.9,1,CPP,CPP,Consumo,3161.1,4,21.1
19,80.94,1124.24,240,37,31-40,1,Con hijos,0.329,3,Mujer,1,Secundaria completa,Soltero,152.8,3418.0,184.5,22,3,2,189.2,111.7,354.6,233.5,0,CPP,Normal,Ninguno,0.0,0,0.0
20,20.57,266.18,121,20,18-25,1,Con hijos,0.293,1,Hombre,0,Superior,Casado,162.4,581.0,124.0,2,1,3,232.1,231.1,664.7,47.7,1,Normal,Normal,Ninguno,679.8,1,20.2
19,94.87,986.69,253,18,18-25,2,Con hijos,0.66,2,Hombre,0,Primaria completa,Casado,149.6,2045.0,219.0,16,3,1,104.2,87.9,275.6,282.6,1,Normal,Normal,Consumo,7442.7,2,3.3
19,59.8,2395.93,179,28,26-30,0,Sin hijos,0.613,2,Hombre,0,Superior,Casado,7.4,1908.0,116.9,20,3,1,335.2,34.4,452.7,197.4,0,CPP,CPP,Consumo,0.0,0,0.0
20,81.54,1808.96,166,37,31-40,1,Con hijos,0.46,2,Hombre,0,Secundaria incompleta,Soltero,58.2,2181.0,42.9,1,2,2,29.7,52.5,125.1,151.7,1,Deficiente,CPP,Consumo,4548.1,3,37.9
19,24.46,311.94,129,33,31-40,1,Con hijos,0.329,3,Hombre,0,Secundaria completa,Soltero,155.9,926.0,159.7,16,1,3,29.8,18.8,63.9,46.3,1,Normal,Normal,Consumo,9451.9,4,1.7
21,31.36,416.09,170,28,26-30,0,Sin hijos,0.298,1,Mujer,1,Primaria incompleta,Soltero,228.7,1378.0,38.9,1,1,1,29.7,132.9,177.9,72.7,0,CPP,CPP,Consumo,0.0,0,0.0
20,81.93,2223.23,205,25,18-25,1,Con hijos,0.511,3,Hombre,0,Secundaria incompleta,Soltero,55.3,3054.0,77.6,1,2,1,23.3,122.9,175.6,150.6,1,Normal,Normal,Consumo,4854.5,2,6.1
20,166.03,4843.54,247,29,26-30,0,Sin hijos,0.345,3,Mujer,1,Secundaria completa,Casado,26.1,7002.0,97.2,7,1,3,109.8,175.0,371.3,368.7,0,CPP,CPP,Consumo,0.0,0,0.0
19,36.22,159.56,109,22,18-25,0,Sin hijos,0.378,1,Mujer,1,Secundaria completa,Soltero,171.3,1135.0,170.5,16,2,3,139.2,16.7,252.8,101.1,1,CPP,CPP,Ninguno,1127.4,1,3.3
19,198.34,5215.13,177,27,26-30,1,Con hijos,0.381,3,Hombre,0,Primaria incompleta,Casado,27.5,7793.0,123.9,17,3,1,122.2,110.4,264.5,619.9,1,Normal,Normal,Comercial,4240.4,4,51.1
20,36.54,25.36,151,29,26-30,2,Con hijos,0.534,1,Hombre,0,Secundaria incompleta,Soltero,189.6,1501.0,35.4,16,1,2,77.7,46.0,132.5,76.9,0,CPP,Normal,Ninguno,0.0,0,0.0
21,29.56,93.29,149,32,31-40,0,Sin hijos,0.377,1,Hombre,0,Primaria incompleta,Soltero,183.2,1116.0,147.2,16,1,2,387.1,20.4,476.9,61.0,1,Normal,Deficiente,Comercial,609.8,1,23.4
21,182.1,4785.03,271,37,31-40,0,Sin hijos,0.182,1,Mujer,1,Superior,Soltero,47.6,5954.0,108.2,6,3,1,117.4,153.1,305.6,557.1,1,Normal,Normal,Ninguno,1129.8,1,8.6
19,187.74,5275.6,188,27,26-30,0,Sin hijos,0.102,1,Mujer,1,Secundaria completa,Soltero,30.1,6692.0,205.1,18,3,2,71.9,239.1,367.2,424.7,0,Normal,CPP,Ninguno,0.0,0,0.0
20,19.72,295.77,116,24,18-25,0,Sin hijos,0.438,3,Hombre,0,Iletrado,Soltero,174.2,740.0,124.9,22,1,2,210.9,20.1,323.5,61.9,1,Normal,Normal,Consumo,1299.4,2,17.0
19,80.36,921.14,175,28,26-30,0,Sin hijos,0.725,4,Hombre,0,Secundaria completa,Casado,111.0,2116.0,164.7,22,1,3,396.4,169.5,756.9,280.2,1,Deficiente,Normal,Consumo,788.1,3,16.8
21,81.82,1065.85,231,18,18-25,4,Con hijos,0.233,3,Hombre,0,Superior,Soltero,173.0,3292.0,71.6,3,1,3,67.4,64.1,181.4,283.0,1,Normal,CPP,Ninguno,2275.4,3,40.0
21,29.02,146.66,152,23,18-25,2,Con hijos,0.565,2,Hombre,0,Secundaria incompleta,Soltero,191.2,1270.0,174.6,8,2,3,12.7,104.4,187.4,82.0,0,Deficiente,Normal,Ninguno,0.0,0,0.0
20,45.76,132.34,109,24,18-25,1,Con hijos,0.299,3,Hombre,0,Secundaria completa,Soltero,190.4,1447.0,167.0,4,1,2,114.4,168.3,290.4,103.0,1,Normal,Normal,Ninguno,2555.0,2,10.7
21,30.5,385.64,142,24,18-25,1,Con hijos,0.329,3,Mujer,1,Secundaria incompleta,Casado,173.1,1145.0,201.8,23,1,3,247.1,46.7,386.1,49.7,0,Normal,Normal,Comercial,0.0,0,0.0
21,33.26,33.05,117,27,26-30,1,Con hijos,0.537,2,Mujer,1,Secundaria completa,Soltero,187.5,1278.0,36.4,4,3,3,99.8,116.9,444.2,99.0,1,Normal,Normal,Consumo,9877.5,3,5.4
21,69.58,1488.05,263,24,18-25,1,Con hijos,0.362,2,Hombre,0,Secundaria incompleta,Soltero,200.1,2543.0,115.0,17,3,1,146.7,93.5,364.7,240.5,1,Normal,Normal,Consumo,4517.5,2,11.1
21,158.39,5152.77,167,30,26-30,0,Sin hijos,0.337,1,Mujer,1,Secundaria incompleta,Soltero,35.1,5334.0,159.0,22,2,3,100.7,84.8,324.1,259.1,0,Perdida,CPP,Consumo,0.0,0,0.0
21,21.04,402.44,125,27,26-30,1,Con hijos,0.434,1,Mujer,1,Secundaria incompleta,Soltero,177.9,884.0,48.1,5,3,1,100.6,38.1,152.2,31.8,1,CPP,Deficiente,Ninguno,1673.0,3,9.0
20,17.6,169.37,33,26,26-30,1,Con hijos,0.299,2,Hombre,0,Primaria incompleta,Soltero,135.0,550.0,108.0,14,1,2,242.6,193.4,528.4,55.7,1,Normal,Normal,Ninguno,3668.0,2,4.8
20,94.32,1101.13,240,27,26-30,0,Sin hijos,0.534,3,Mujer,1,Secundaria completa,Soltero,126.0,2031.0,209.0,15,1,3,76.2,153.0,290.9,160.8,0,Dudoso,CPP,Consumo,0.0,0,0.0
21,23.53,23.84,74,27,26-30,1,Con hijos,0.391,3,Hombre,0,Secundaria incompleta,Soltero,176.4,967.0,112.8,12,2,1,211.0,263.2,477.4,39.1,0,Normal,CPP,Comercial,0.0,0,0.0
21,62.13,1971.83,213,32,31-40,0,Sin hijos,0.192,3,Mujer,1,Secundaria incompleta,Soltero,71.6,2289.0,217.2,13,3,1,527.3,84.9,704.3,206.3,1,Normal,CPP,Comercial,3670.7,2,1.7
21,41.85,1242.72,283,23,18-25,2,Con hijos,0.266,3,Hombre,0,Secundaria completa,Soltero,144.3,1726.0,40.8,24,3,1,108.1,203.6,346.1,69.4,1,Normal,CPP,Consumo,2446.7,2,4.0
19,142.03,5293.12,231,23,18-25,1,Con hijos,0.0,2,Mujer,1,Secundaria incompleta,Soltero,35.6,3332.0,166.4,23,3,2,70.1,118.1,211.9,245.4,1,Dudoso,Normal,Ninguno,3924.2,4,6.9
20,53.48,890.54,317,27,26-30,1,Con hijos,0.408,3,Mujer,1,Secundaria incompleta,Soltero,139.8,1111.0,140.4,18,2,3,137.7,23.2,219.8,141.1,0,CPP,Normal,Comercial,0.0,0,0.0
19,199.05,4794.65,175,20,18-25,0,Sin hijos,0.496,1,Hombre,0,Superior,Soltero,32.7,8631.0,125.1,14,3,2,60.4,82.1,173.9,599.9,0,CPP,Normal,Consumo,0.0,0,0.0
20,92.15,2065.18,232,23,18-25,0,Sin hijos,0.243,2,Hombre,0,Secundaria completa,Soltero,59.4,2183.0,214.5,24,3,1,363.2,253.5,671.2,211.9,0,CPP,CPP,Consumo,0.0,0,0.0
20,66.68,1754.05,203,25,18-25,0,Sin hijos,0.488,2,Hombre,0,Primaria completa,Soltero,32.5,2683.0,54.6,19,3,2,142.6,159.9,472.9,156.1,1,CPP,Normal,Consumo,2508.2,1,10.3
21,54.52,327.51,115,31,31-40,0,Sin hijos,0.465,1,Mujer,1,Secundaria incompleta,Soltero,217.8,2213.0,200.2,22,1,2,59.1,197.3,302.5,150.8,1,Deficiente,Normal,Consumo,3727.6,3,6.7
20,41.82,130.21,157,28,26-30,0,Sin hijos,0.287,1,Hombre,0,Superior,Soltero,149.7,1577.0,161.3,7,2,1,194.3,36.4,335.1,105.0,1,Normal,Normal,Consumo,2533.7,1,4.3
21,28.75,209.5,89,27,26-30,0,Sin hijos,0.63,3,Mujer,1,Secundaria incompleta,Soltero,198.3,669.0,79.2,6,1,3,172.0,62.7,255.3,44.2,1,Normal,Deficiente,Consumo,3402.4,4,38.6
19,7.01,171.02,98,31,31-40,0,Sin hijos,0.359,1,Hombre,0,Secundaria incompleta,Casado,128.6,257.0,201.3,5,2,3,61.8,81.5,244.6,12.1,0,Normal,CPP,Comercial,0.0,0,0.0
21,104.07,960.46,221,28,26-30,1,Con hijos,0.702,2,Hombre,0,Primaria completa,Casado,172.1,4395.0,111.6,4,3,2,333.9,146.1,557.6,277.2,1,Deficiente,Normal,Comercial,6405.1,1,17.4
20,56.16,2101.24,152,29,26-30,0,Sin hijos,0.155,2,Mujer,1,Primaria incompleta,Soltero,65.1,1721.0,184.7,18,1,3,144.1,221.7,473.5,173.4,0,CPP,CPP,Comercial,0.0,0,0.0
21,15.55,206.47,91,26,26-30,2,Con hijos,0.36,2,Hombre,0,Secundaria completa,Soltero,186.4,472.0,103.9,14,3,1,24.4,75.2,132.9,47.0,0,CPP,Deficiente,Ninguno,0.0,0,0.0
19,92.34,2010.04,213,29,26-30,0,Sin hijos,0.377,3,Hombre,0,Secundaria completa,Soltero,40.1,2869.0,191.7,16,3,3,99.9,54.9,239.9,275.2,1,Normal,Normal,Ninguno,3669.2,3,25.9
20,56.4,129.54,115,24,18-25,2,Con hijos,0.394,3,Hombre,0,Superior,Soltero,181.7,1244.0,151.0,23,2,2,397.8,77.9,768.4,171.6,0,Normal,Normal,Ninguno,0.0,0,0.0
20,192.61,5000.16,227,18,18-25,0,Sin hijos,0.407,1,Hombre,0,Secundaria completa,Soltero,26.2,8147.0,56.8,23,3,1,318.4,18.6,441.2,306.0,1,Deficiente,Normal,Consumo,2709.6,1,9.4
20,37.64,486.85,105,26,26-30,3,Con hijos,0.91,3,Hombre,0,Primaria completa,Casado,164.2,1571.0,153.4,20,1,1,164.6,75.5,302.5,123.8,1,Normal,Normal,Consumo,9076.9,1,6.3
21,172.87,4946.27,140,31,31-40,0,Sin hijos,0.368,3,Hombre,0,Primaria incompleta,Soltero,48.3,7770.0,66.4,14,2,1,105.4,52.3,236.2,566.8,1,CPP,Deficiente,Consumo,2399.9,3,5.2
21,40.53,388.23,131,31,31-40,0,Sin hijos,0.404,2,Hombre,0,Superior,Soltero,200.9,1404.0,108.3,5,2,2,263.6,139.6,438.4,103.9,1,Normal,CPP,Comercial,4512.1,3,7.4
21,39.59,30.28,65,31,31-40,0,Sin hijos,0.236,2,Hombre,0,Secundaria incompleta,Soltero,173.5,1535.0,62.4,22,1,2,161.1,155.6,401.5,79.1,1,CPP,CPP,Ninguno,2336.6,3,1.0
21,34.81,262.47,120,33,31-40,1,Con hijos,0.116,1,Hombre,0,Secundaria incompleta,Casado,138.9,873.0,34.2,11,3,3,199.6,130.4,426.4,93.4,0,CPP,Normal,Ninguno,0.0,0,0.0
